seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	group
d4_1293_3	d4_1293_3	1293_3	91.46341463	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	23900000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1293_4	d4_1293_4	1293_4	87.62886598	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1295_1	d4_1295_1	1295_1	96.84684685	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	18900000	mouse	0.074623	0.39414	0.391584	0.396695	2.537172	2.52083	2.553727	1.188828	1.178491	1.199164	1.190289	34	41	35.451873	67.749509	43298	hFMT
d4_1295_2	d4_1295_2	1295_2	95.81395349	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	2800000	mouse	0.082084	0.40609	0.401306	0.410874	2.462509	2.433838	2.491863	1.245636	1.228944	1.262329	1.24827	30	48	33.984991	111.305086	21202	hFMT
d4_1295_3	d4_1295_3	1295_3	93.50649351	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	22900000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1295_4	d4_1295_4	1295_4	96.42857143	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	4	4	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1296_1	d4_1296_1	1296_1	96.20853081	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	41700000	mouse	0.102893	0.462802	0.457506	0.468098	2.160752	2.136307	2.185763	0.985338	0.970889	0.999787	0.987972	21	22.666667	21.232004	32.972994	16962	hFMT
d4_1296_2	d4_1296_2	1296_2	96.34703196	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	4.3e+07	mouse	0.060933	0.49732	0.493754	0.500886	2.010778	1.996462	2.0253	0.980321	0.972031	0.988611	0.981249	33	33.75	33.077835	40.226811	63294	hFMT
d4_1296_3	d4_1296_3	1296_3	94.23076923	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	1.7e+07	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1296_4	d4_1296_4	1296_4	97.28506787	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1297_1	d4_1297_1	1297_1	96.17021277	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1297_2	d4_1297_2	1297_2	94.39252336	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	6900000	mouse	0.132963	0.442405	0.432549	0.452261	2.26037	2.211111	2.311874	1.160861	1.1397	1.182021	1.16332	17	17.166667	17.007732	20.592504	9774	hFMT
d4_1297_3	d4_1297_3	1297_3	96.52173913	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	9e+06	mouse	0.079548	0.698391	0.689317	0.707465	1.431863	1.413497	1.450711	0.748514	0.728728	0.768299	0.750868	18	25.5	19.32254	60.5318	16456	hFMT
d4_1297_4	d4_1297_4	1297_4	99.01960784	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	4	4	fecal	2.5e+07	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1835_1	d4_1835_1	1835_1	89.61937716	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	1e+08	mouse	0.069352	0.465134	0.456849	0.473418	2.14992	2.112299	2.188905	1.080514	1.062352	1.098676	1.086321	31	36.625	32.315172	55.05817	13441	hFMT
d4_1835_2	d4_1835_2	1835_2	91.51943463	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	7.1e+08	mouse	0.072376	0.281974	0.278349	0.285599	3.546428	3.501413	3.592616	1.573843	1.558335	1.58935	1.580121	49	64.3	53.963289	96.164293	20021	hFMT
d4_1835_3	d4_1835_3	1835_3	87.63250883	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1836_1	d4_1836_1	1836_1	93.18181818	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	7.2e+08	mouse	0.063517	0.212753	0.20904	0.216466	4.70028	4.619653	4.783771	1.938944	1.923345	1.954543	1.948524	74	118	92.224174	180.232525	20913	hFMT
d4_1836_2	d4_1836_2	1836_2	84.54545455	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1836_3	d4_1836_3	1836_3	91.15044248	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	4.1e+08	mouse	0.078915	0.158398	0.156502	0.160294	6.313208	6.238526	6.3897	2.095773	2.084103	2.107442	2.103015	80	126.5	98.58119	196.367682	26918	hFMT
d4_1836_4	d4_1836_4	1836_4	86.17511521	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d4_1837_1	d4_1837_1	1837_1	93.51145038	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	8.3e+08	mouse	0.044155	0.629091	0.620891	0.63729	1.589596	1.569144	1.610588	0.748331	0.731999	0.764663	0.755255	36	44.272727	38.346846	65.161694	17042	hFMT
d4_1837_2	d4_1837_2	1837_2	94.20849421	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	7.2e+08	mouse	0.039664	0.406645	0.399911	0.41338	2.459145	2.419081	2.500558	1.322464	1.305703	1.339224	1.331511	62	89.083333	72.33343	132.983878	20824	hFMT
d4_1837_3	d4_1837_3	1837_3	95.6043956	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	5.8e+08	mouse	0.037604	0.501755	0.493779	0.50973	1.993006	1.961823	2.025196	1.091276	1.072756	1.109797	1.098885	53	63.461538	56.289639	86.269235	17977	hFMT
d4_1839_1	d4_1839_1	1839_1	89.62264151	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	1.21e+09	mouse	0.059114	0.352429	0.345861	0.358996	2.837454	2.785543	2.891336	1.50456	1.487346	1.521775	1.5114	48	94.2	63.339531	187.146367	19559	hFMT
d4_1839_2	d4_1839_2	1839_2	90.7079646	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	4.7e+08	mouse	0.074852	0.208744	0.204356	0.213132	4.790557	4.691933	4.893416	2.01982	2.004036	2.035604	2.028203	64	82.75	71.095286	113.54874	20448	hFMT
d4_1839_3	d4_1839_3	1839_3	88.20754717	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1199_1	d5_1199_1	1199_1	93.52941176	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1199_2	d5_1199_2	1199_2	95.76719577	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1199_3	d5_1199_3	1199_3	97.04142012	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1199_4	d5_1199_4	1199_4	94.47513812	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1200_1	d5_1200_1	1200_1	96.64804469	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1200_2	d5_1200_2	1200_2	100	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1200_3	d5_1200_3	1200_3	99.58847737	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1200_4	d5_1200_4	1200_4	94.71544715	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1223_3	d5_1223_3	1223_3	83.15217391	1223	NA	NA	5/22/2015	6/29/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d42	D2_A	hFMT	Rc	HF2	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1223_4	d5_1223_4	1223_4	96.68508287	1223	NA	NA	5/22/2015	6/29/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d42	D2_A	hFMT	Rc	HF2	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1223_5	d5_1223_5	1223_5	95.53072626	1223	NA	NA	5/22/2015	6/29/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d42	D2_A	hFMT	Rc	HF2	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1225_1	d5_1225_1	1225_1	93.2038835	1225	NA	NA	5/22/2015	6/29/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d42	D2_A	hFMT	Rc	HF2	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1225_2	d5_1225_2	1225_2	93.66515837	1225	NA	NA	5/22/2015	6/29/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d42	D2_A	hFMT	Rc	HF2	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1225_3	d5_1225_3	1225_3	93.48837209	1225	NA	NA	5/22/2015	6/29/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d42	D2_A	hFMT	Rc	HF2	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1225_4	d5_1225_4	1225_4	93.19148936	1225	NA	NA	5/22/2015	6/29/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d42	D2_A	hFMT	Rc	HF2	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1225_5	d5_1225_5	1225_5	96.96969697	1225	NA	NA	5/22/2015	6/29/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d42	D2_A	hFMT	Rc	HF2	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1291_1	d5_1291_1	1291_1	94.68085106	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1291_2	d5_1291_2	1291_2	94.93670886	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1291_3	d5_1291_3	1291_3	94.68085106	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1291_4	d5_1291_4	1291_4	94.56521739	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1292_1	d5_1292_1	1292_1	95	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1292_2	d5_1292_2	1292_2	92.63157895	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1292_3	d5_1292_3	1292_3	92.30769231	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1292_4	d5_1292_4	1292_4	90.90909091	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1293_1	d5_1293_1	1293_1	91.62011173	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1293_2	d5_1293_2	1293_2	96.3190184	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1293_3	d5_1293_3	1293_3	91.46341463	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1293_4	d5_1293_4	1293_4	84.53608247	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1295_1	d5_1295_1	1295_1	100	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1295_2	d5_1295_2	1295_2	97.20930233	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1295_3	d5_1295_3	1295_3	97.83549784	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1295_4	d5_1295_4	1295_4	97.76785714	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1296_1	d5_1296_1	1296_1	97.1563981	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1296_2	d5_1296_2	1296_2	95.89041096	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1296_3	d5_1296_3	1296_3	99.51923077	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1296_4	d5_1296_4	1296_4	97.73755656	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1297_1	d5_1297_1	1297_1	97.87234043	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1297_2	d5_1297_2	1297_2	96.72897196	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1297_3	d5_1297_3	1297_3	96.95652174	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1297_4	d5_1297_4	1297_4	96.07843137	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1835_1	d5_1835_1	1835_1	NA	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1835_2	d5_1835_2	1835_2	NA	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1835_3	d5_1835_3	1835_3	NA	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1836_1	d5_1836_1	1836_1	NA	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1836_2	d5_1836_2	1836_2	NA	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1836_3	d5_1836_3	1836_3	NA	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1836_4	d5_1836_4	1836_4	NA	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
d5_1837_1	d5_1837_1	1837_1	NA	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	5	5	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hFMT
