seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	group
d11_1209_1	d11_1209_1	1209_1	103.9473684	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	11	11	fecal	100	mouse	0.075728	0.188646	0.186778	0.190514	5.300926	5.248954	5.353938	1.877862	1.864534	1.891191	1.886649	70	93.625	79.373656	129.543536	21154	mFMT
d11_1209_2	d11_1209_2	1209_2	98.20359281	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	11	11	fecal	100	mouse	0.088737	0.197706	0.194887	0.200525	5.058014	4.9869	5.131185	1.899022	1.884243	1.9138	1.903864	57	65.25	59.162057	88.480432	19357	mFMT
d11_1209_3	d11_1209_3	1209_3	101.25	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	11	11	fecal	100	mouse	0.073875	0.211505	0.208016	0.214993	4.728025	4.651309	4.807313	1.897344	1.882691	1.911998	1.903437	64	94	74.172614	152.472835	21916	mFMT
d11_1209_4	d11_1209_4	1209_4	101.8987342	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	11	11	fecal	100	mouse	0.045299	0.286696	0.28274	0.290652	3.488017	3.440542	3.536821	1.607628	1.59272	1.622537	1.616372	77	100.625	86.373656	136.543536	23762	mFMT
d11_1275_1	d11_1275_1	1275_1	102.1505376	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	0.05828	0.903081	0.894604	0.911559	1.10732	1.097022	1.117813	0.223574	0.206449	0.240699	0.233315	19	97	46.213815	242.562918	8376	mFMT
d11_1275_2	d11_1275_2	1275_2	101.0695187	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	0.025013	0.908617	0.904359	0.912875	1.100574	1.09544	1.105756	0.231228	0.221372	0.241084	0.234705	44	50.875	45.709308	71.651911	32037	mFMT
d11_1275_3	d11_1275_3	1275_3	103.3519553	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1275_4	d11_1275_4	1275_4	102.0512821	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	11	11	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1759_1	d11_1759_1	1759_1	101.4218009	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	11	11	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1759_2	d11_1759_2	1759_2	100.952381	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	11	11	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1759_3	d11_1759_3	1759_3	98.12206573	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	11	11	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1762_1	d11_1762_1	1762_1	96.55172414	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	11	11	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1762_2	d11_1762_2	1762_2	97.2972973	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	11	11	fecal	2000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1762_3	d11_1762_3	1762_3	99.17355372	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	11	11	fecal	3000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1802_1	d11_1802_1	1802_1	103.7735849	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	0	mouse	0.054823	0.388093	0.384964	0.391222	2.576703	2.556094	2.597648	1.090409	1.080742	1.100077	1.097959	47	76.25	58.318328	122.590891	25433	mFMT
d11_1802_2	d11_1802_2	1802_2	98.19277108	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	0	mouse	0.052293	0.398394	0.3958	0.400989	2.510075	2.493834	2.52653	1.055058	1.046656	1.063459	1.060941	48	120.5	74.938267	243.122055	33981	mFMT
d11_1802_3	d11_1802_3	1802_3	99.41860465	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1803_1	d11_1803_1	1803_1	105.5900621	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	1e+05	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1803_2	d11_1803_2	1803_2	103.75	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	20000	mouse	0.028626	0.388146	0.384977	0.391315	2.57635	2.555485	2.597558	1.142565	1.128539	1.15659	1.155925	90	144.666667	114.60075	211.477776	21956	mFMT
d11_1840_1	d11_1840_1	1840_1	102.0905923	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.141647	0.336182	0.335256	0.337109	2.974577	2.9664	2.982799	1.106202	1.102208	1.110196	1.109783	21	43.75	27.278065	103.439819	25116	mFMT
d11_1840_2	d11_1840_2	1840_2	102.1428571	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.10228	0.337139	0.33607	0.338209	2.966133	2.956752	2.975573	1.110968	1.105943	1.115994	1.115178	29	40.375	32.247369	68.844757	24828	mFMT
d11_1840_3	d11_1840_3	1840_3	98.15498155	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.073933	0.346816	0.345283	0.348349	2.883371	2.87068	2.896174	1.094541	1.08932	1.099761	1.100488	39	85	55.048496	170.850362	27584	mFMT
d11_1901_1	d11_1901_1	1901_1	97.82608696	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.030481	0.994164	0.99303	0.995298	1.00587	1.004724	1.007019	0.027285	0.022444	0.032126	0.032027	33	85.5	49.708093	197.964963	34212	mFMT
d11_1901_2	d11_1901_2	1901_2	96.33027523	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d11_1901_3	d11_1901_3	1901_3	94.57013575	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.047741	0.997441	0.996573	0.998308	1.002566	1.001694	1.003438	0.013457	0.009292	0.017623	0.017351	21	32	23.884791	62.944117	25774	mFMT
d11_1901_4	d11_1901_4	1901_4	102.1367521	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.024675	0.988453	0.986895	0.990011	1.011682	1.010089	1.013279	0.047339	0.041496	0.053181	0.052588	41	60.090909	47.65567	95.759748	35542	mFMT
d12_1191_1	d12_1191_1	1191_1	98.52216749	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1191_2	d12_1191_2	1191_2	100.4854369	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1191_3	d12_1191_3	1191_3	98.94179894	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1205_1	d12_1205_1	1205_1	NA	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1205_2	d12_1205_2	1205_2	98.2832618	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	13300000	mouse	0.130983	0.138811	0.136657	0.140964	7.204057	7.094007	7.317575	2.305953	2.289118	2.322789	2.310384	55	62.857143	56.961855	86.467512	16929	mFMT
d12_1205_3	d12_1205_3	1205_3	95.74468085	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	30100000	mouse	0.10861	0.150939	0.148123	0.153756	6.625181	6.503809	6.751168	2.233102	2.216704	2.2495	2.239938	61	88.142857	70.03814	142.513973	16733	mFMT
d12_1205_4	d12_1205_4	1205_4	105.2401747	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	2e+06	mouse	0.062116	0.263919	0.258731	0.269106	3.789047	3.716011	3.865011	1.891049	1.872578	1.909519	1.895646	61	76	65.419193	111.914271	21736	mFMT
d12_1209_1	d12_1209_1	1209_1	100.6578947	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	100	mouse	0.088695	0.092414	0.090694	0.094135	10.820841	10.623069	11.026117	2.783348	2.766502	2.800194	2.796724	122	163.130435	141.375112	209.3137	18702	mFMT
d12_1209_2	d12_1209_2	1209_2	96.40718563	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	6000	mouse	0.094122	0.096586	0.094693	0.09848	10.353443	10.15436	10.560488	2.789626	2.77378	2.805472	2.798559	110	141.058824	123.136036	183.435435	21936	mFMT
d12_1209_3	d12_1209_3	1209_3	98.75	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	4000	mouse	0.100342	0.099659	0.097994	0.101324	10.034234	9.86936	10.20471	2.670098	2.653926	2.68627	2.679192	100	114.772727	105.656192	138.583106	19520	mFMT
d12_1209_4	d12_1209_4	1209_4	101.8987342	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	2500000	mouse	0.123648	0.091903	0.090442	0.093363	10.881057	10.710839	11.056771	2.737459	2.720948	2.753969	2.74582	88	115	98.490264	157.49301	17914	mFMT
d12_1275_1	d12_1275_1	1275_1	101.6129032	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1275_2	d12_1275_2	1275_2	101.0695187	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1275_3	d12_1275_3	1275_3	107.2625698	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1275_4	d12_1275_4	1275_4	100.5128205	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1759_1	d12_1759_1	1759_1	94.78672986	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1759_2	d12_1759_2	1759_2	97.14285714	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1759_3	d12_1759_3	1759_3	91.07981221	1759	NA	NA	12/14/17	2/12/18	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1762_1	d12_1762_1	1762_1	96.55172414	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1762_2	d12_1762_2	1762_2	95.94594595	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1762_3	d12_1762_3	1762_3	89.25619835	1762	NA	NA	12/22/17	2/12/18	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF7	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1802_1	d12_1802_1	1802_1	103.1446541	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1802_2	d12_1802_2	1802_2	98.79518072	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1802_3	d12_1802_3	1802_3	101.744186	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1803_1	d12_1803_1	1803_1	100.621118	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1803_2	d12_1803_2	1803_2	101.875	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1840_1	d12_1840_1	1840_1	100.6968641	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1840_2	d12_1840_2	1840_2	101.0714286	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1840_3	d12_1840_3	1840_3	96.67896679	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1901_1	d12_1901_1	1901_1	94.56521739	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1901_2	d12_1901_2	1901_2	NA	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1901_3	d12_1901_3	1901_3	91.40271493	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d12_1901_4	d12_1901_4	1901_4	95.72649573	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	12	12	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1191_1	d13_1191_1	1191_1	95.56650246	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	13	13	fecal	1.6e+07	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1191_2	d13_1191_2	1191_2	97.08737864	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	13	13	fecal	2.6e+07	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1191_3	d13_1191_3	1191_3	96.82539683	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	13	13	fecal	19200000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1205_1	d13_1205_1	1205_1	NA	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	13	13	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1205_2	d13_1205_2	1205_2	100.8583691	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	13	13	fecal	4.3e+07	mouse	0.067526	0.217782	0.213277	0.222287	4.591754	4.498695	4.688743	2.095808	2.074551	2.117065	2.100484	68	74.875	69.709308	95.651911	17516	mFMT
d13_1205_3	d13_1205_3	1205_3	96.59574468	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	13	13	fecal	13900000	mouse	0.071516	0.174786	0.170336	0.179236	5.721287	5.579237	5.870759	2.295721	2.273194	2.318249	2.304864	80	87.157895	82.192155	103.372187	14146	mFMT
d13_1205_4	d13_1205_4	1205_4	93.88646288	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	13	13	fecal	2.2e+07	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1209_1	d13_1209_1	1209_1	99.34210526	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	13	13	fecal	4.1e+07	mouse	0.0979	0.145921	0.142525	0.149318	6.853003	6.697127	7.016308	2.439485	2.418055	2.460914	2.447594	70	89	76.464733	125.841443	14233	mFMT
d13_1209_2	d13_1209_2	1209_2	94.61077844	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	13	13	fecal	1.9e+07	mouse	0.091164	0.15235	0.148482	0.156219	6.563829	6.40129	6.734836	2.456064	2.432306	2.479822	2.464726	72	110.5	85.062713	185.471837	13000	mFMT
d13_1209_3	d13_1209_3	1209_3	101.25	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	13	13	fecal	1.2e+07	mouse	0.143999	0.108508	0.106213	0.110803	9.21593	9.025047	9.415063	2.572554	2.55217	2.592939	2.581191	64	85.375	71.040648	128.893264	11362	mFMT
d13_1209_4	d13_1209_4	1209_4	107.5949367	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	13	13	fecal	14100000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1275_1	d13_1275_1	1275_1	99.46236559	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	13	13	fecal	6e+06	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1275_2	d13_1275_2	1275_2	89.83957219	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	13	13	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1275_3	d13_1275_3	1275_3	96.64804469	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	13	13	fecal	9e+06	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
d13_1275_4	d13_1275_4	1275_4	100	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	13	13	fecal	2e+07	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mFMT
