seqID	sampleID	sampleType
d19_1211_1	d19_1211_1	mouse
cecal_19_1211_2	d19_1211_2	mouse
cecal_19_1211_3	d19_1211_3	mouse
cecal_19_1212_1	d19_1212_1	mouse
d19_1212_2	d19_1212_2	mouse
cecal_19_1212_3	d19_1212_3	mouse
d19_1213_1	d19_1213_1	mouse
d19_1213_2	d19_1213_2	mouse
cecal_1213_3	d19_1213_3	mouse
d2_1199_1	d2_1199_1	mouse
d2_1199_2	d2_1199_2	mouse
d2_1199_3	d2_1199_3	mouse
d2_1199_4	d2_1199_4	mouse
d2_1200_1	d2_1200_1	mouse
d2_1200_2	d2_1200_2	mouse
d2_1200_3	d2_1200_3	mouse
d2_1200_4	d2_1200_4	mouse
d2_1201_1	d2_1201_1	mouse
d2_1201_2	d2_1201_2	mouse
d2_1201_3	d2_1201_3	mouse
d2_1201_4	d2_1201_4	mouse
d2_1202_1	d2_1202_1	mouse
d2_1202_2	d2_1202_2	mouse
d2_1202_3	d2_1202_3	mouse
d2_1202_4	d2_1202_4	mouse
d2_1203_1	d2_1203_1	mouse
d2_1203_2	d2_1203_2	mouse
d2_1203_3	d2_1203_3	mouse
d2_1203_4	d2_1203_4	mouse
d2_1204_1	d2_1204_1	mouse
d2_1204_2	d2_1204_2	mouse
d2_1204_3	d2_1204_3	mouse
d2_1205_1	d2_1205_1	mouse
d2_1205_2	d2_1205_2	mouse
d2_1205_3	d2_1205_3	mouse
d2_1205_4	d2_1205_4	mouse
d2_1206_1	d2_1206_1	mouse
d2_1206_2	d2_1206_2	mouse
d2_1206_3	d2_1206_3	mouse
d2_1207_1	d2_1207_1	mouse
d2_1207_2	d2_1207_2	mouse
d2_1207_3	d2_1207_3	mouse
d2_1207_4	d2_1207_4	mouse
d2_1208_1	d2_1208_1	mouse
d2_1208_2	d2_1208_2	mouse
d2_1208_3	d2_1208_3	mouse
d2_1209_1	d2_1209_1	mouse
d2_1209_2	d2_1209_2	mouse
d2_1209_3	d2_1209_3	mouse
d2_1209_4	d2_1209_4	mouse
d2_1210_1	d2_1210_1	mouse
d2_1210_2	d2_1210_2	mouse
d2_1210_3	d2_1210_3	mouse
d2_1211_1	d2_1211_1	mouse
d2_1211_2	d2_1211_2	mouse
d2_1211_3	d2_1211_3	mouse
d2_1212_1	d2_1212_1	mouse
d2_1212_2	d2_1212_2	mouse
d2_1212_3	d2_1212_3	mouse
d2_1213_1	d2_1213_1	mouse
d2_1213_2	d2_1213_2	mouse
d2_1213_3	d2_1213_3	mouse
d20_1199_1	d20_1199_1	mouse
d20_1199_2	d20_1199_2	mouse
d20_1199_3	d20_1199_3	mouse
d20_1199_4	d20_1199_4	mouse
d20_1200_1	d20_1200_1	mouse
d20_1200_2	d20_1200_2	mouse
d20_1200_3	d20_1200_3	mouse
d20_1200_4	d20_1200_4	mouse
d20_1201_1	d20_1201_1	mouse
d20_1201_2	d20_1201_2	mouse
d20_1201_3	d20_1201_3	mouse
d20_1201_4	d20_1201_4	mouse
d20_1202_1	d20_1202_1	mouse
d20_1202_2	d20_1202_2	mouse
d20_1202_3	d20_1202_3	mouse
d20_1202_4	d20_1202_4	mouse
d20_1203_1	d20_1203_1	mouse
d20_1203_2	d20_1203_2	mouse
d20_1203_3	d20_1203_3	mouse
d20_1203_4	d20_1203_4	mouse
d20_1204_1	d20_1204_1	mouse
d20_1204_2	d20_1204_2	mouse
d20_1204_3	d20_1204_3	mouse
d20_1205_1	d20_1205_1	mouse
d20_1205_2	d20_1205_2	mouse
d20_1205_3	d20_1205_3	mouse
d20_1205_4	d20_1205_4	mouse
d20_1206_1	d20_1206_1	mouse
d20_1206_2	d20_1206_2	mouse
d20_1206_3	d20_1206_3	mouse
d20_1207_1	d20_1207_1	mouse
d20_1207_2	d20_1207_2	mouse
d20_1207_3	d20_1207_3	mouse
d20_1207_4	d20_1207_4	mouse
d20_1208_1	d20_1208_1	mouse
d20_1208_2	d20_1208_2	mouse
d20_1208_3	d20_1208_3	mouse
d20_1209_1	d20_1209_1	mouse
d20_1209_2	d20_1209_2	mouse
d20_1209_3	d20_1209_3	mouse
d20_1209_4	d20_1209_4	mouse
d20_1210_1	d20_1210_1	mouse
d20_1210_2	d20_1210_2	mouse
d20_1210_3	d20_1210_3	mouse
d20_1211_1	d20_1211_1	mouse
d20_1211_2	d20_1211_2	mouse
d20_1211_3	d20_1211_3	mouse
d20_1212_1	d20_1212_1	mouse
d20_1212_2	d20_1212_2	mouse
d20_1212_3	d20_1212_3	mouse
d20_1213_1	d20_1213_1	mouse
d20_1213_2	d20_1213_2	mouse
d20_1213_3	d20_1213_3	mouse
d21_1199_1	d21_1199_1	mouse
cecal_d21_1199_2	d21_1199_2	mouse
cecal_d21_1199_3	d21_1199_3	mouse
cecal_d21_1199_4	d21_1199_4	mouse
cecal_d21_1200_1	d21_1200_1	mouse
cecal_d21_1200_2	d21_1200_2	mouse
cecal_d21_1200_3	d21_1200_3	mouse
cecal_d21_1200_4	d21_1200_4	mouse
cecal_d21_1201_1	d21_1201_1	mouse
cecal_d21_1201_2	d21_1201_2	mouse
cecal_d21_1201_3	d21_1201_3	mouse
cecal_d21_1201_4	d21_1201_4	mouse
cecal_d21_1202_1	d21_1202_1	mouse
cecal_d21_1202_2	d21_1202_2	mouse
cecal_d21_1202_3	d21_1202_3	mouse
cecal_d21_1202_4	d21_1202_4	mouse
cecal_d21_1203_1	d21_1203_1	mouse
cecal_d21_1203_2	d21_1203_2	mouse
cecal_d21_1203_3	d21_1203_3	mouse
cecal_d21_1203_4	d21_1203_4	mouse
d21_1204_1	d21_1204_1	mouse
d21_1204_2	d21_1204_2	mouse
d21_1204_3	d21_1204_3	mouse
d21_1205_1	d21_1205_1	mouse
cecal_d21_1205_2	d21_1205_2	mouse
cecal_d21_1205_3	d21_1205_3	mouse
cecal_d21_1205_4	d21_1205_4	mouse
d21_1206_1	d21_1206_1	mouse
d21_1206_2	d21_1206_2	mouse
d21_1206_3	d21_1206_3	mouse
cecal_d21_1207_1	d21_1207_1	mouse
cecal_d21_1207_2	d21_1207_2	mouse
cecal_d21_1207_3	d21_1207_3	mouse
cecal_d21_1207_4	d21_1207_4	mouse
d21_1208_1	d21_1208_1	mouse
d21_1208_2	d21_1208_2	mouse
d21_1208_3	d21_1208_3	mouse
cecal_d21_1209_1	d21_1209_1	mouse
cecal_d21_1209_2	d21_1209_2	mouse
cecal_d21_1209_3	d21_1209_3	mouse
cecal_d21_1209_4	d21_1209_4	mouse
d21_1210_1	d21_1210_1	mouse
d21_1210_2	d21_1210_2	mouse
d21_1210_3	d21_1210_3	mouse
d21_1211_1	d21_1211_1	mouse
d21_1211_2	d21_1211_2	mouse
d21_1211_3	d21_1211_3	mouse
d21_1212_1	d21_1212_1	mouse
d21_1212_2	d21_1212_2	mouse
d21_1212_3	d21_1212_3	mouse
d21_1213_1	d21_1213_1	mouse
d21_1213_2	d21_1213_2	mouse
d21_1213_3	d21_1213_3	mouse
d22_1199_1	d22_1199_1	mouse
d22_1199_2	d22_1199_2	mouse
d22_1199_3	d22_1199_3	mouse
d22_1199_4	d22_1199_4	mouse
d22_1200_1	d22_1200_1	mouse
d22_1200_2	d22_1200_2	mouse
d22_1200_3	d22_1200_3	mouse
d22_1200_4	d22_1200_4	mouse
d22_1201_1	d22_1201_1	mouse
d22_1201_2	d22_1201_2	mouse
d22_1201_3	d22_1201_3	mouse
d22_1201_4	d22_1201_4	mouse
d22_1202_1	d22_1202_1	mouse
d22_1202_2	d22_1202_2	mouse
d22_1202_3	d22_1202_3	mouse
d22_1202_4	d22_1202_4	mouse
d22_1203_1	d22_1203_1	mouse
d22_1203_2	d22_1203_2	mouse
d22_1203_3	d22_1203_3	mouse
d22_1203_4	d22_1203_4	mouse
d22_1204_1	d22_1204_1	mouse
d22_1204_2	d22_1204_2	mouse
d22_1204_3	d22_1204_3	mouse
d22_1205_1	d22_1205_1	mouse
d22_1205_2	d22_1205_2	mouse
d22_1205_3	d22_1205_3	mouse
d22_1205_4	d22_1205_4	mouse
d22_1206_1	d22_1206_1	mouse
d22_1206_2	d22_1206_2	mouse
d22_1206_3	d22_1206_3	mouse
d22_1207_1	d22_1207_1	mouse
d22_1207_2	d22_1207_2	mouse
d22_1207_3	d22_1207_3	mouse
d22_1207_4	d22_1207_4	mouse
d22_1208_1	d22_1208_1	mouse
d22_1208_2	d22_1208_2	mouse
d22_1208_3	d22_1208_3	mouse
d22_1209_1	d22_1209_1	mouse
d22_1209_2	d22_1209_2	mouse
d22_1209_3	d22_1209_3	mouse
d22_1209_4	d22_1209_4	mouse
d22_1210_1	d22_1210_1	mouse
d22_1210_2	d22_1210_2	mouse
d22_1210_3	d22_1210_3	mouse
d22_1211_1	d22_1211_1	mouse
d22_1211_2	d22_1211_2	mouse
d22_1211_3	d22_1211_3	mouse
d22_1212_1	d22_1212_1	mouse
d22_1212_2	d22_1212_2	mouse
d22_1212_3	d22_1212_3	mouse
d22_1213_1	d22_1213_1	mouse
d22_1213_2	d22_1213_2	mouse
d22_1213_3	d22_1213_3	mouse
d3_1199_1	d3_1199_1	mouse
d3_1199_2	d3_1199_2	mouse
d3_1199_3	d3_1199_3	mouse
d3_1199_4	d3_1199_4	mouse
d3_1200_1	d3_1200_1	mouse
d3_1200_2	d3_1200_2	mouse
d3_1200_3	d3_1200_3	mouse
d3_1200_4	d3_1200_4	mouse
d3_1201_1	d3_1201_1	mouse
d3_1201_2	d3_1201_2	mouse
d3_1201_3	d3_1201_3	mouse
d3_1201_4	d3_1201_4	mouse
d3_1202_1	d3_1202_1	mouse
d3_1202_2	d3_1202_2	mouse
d3_1202_3	d3_1202_3	mouse
d3_1202_4	d3_1202_4	mouse
d3_1203_1	d3_1203_1	mouse
d3_1203_2	d3_1203_2	mouse
d3_1203_3	d3_1203_3	mouse
d3_1203_4	d3_1203_4	mouse
d3_1204_1	d3_1204_1	mouse
d3_1204_2	d3_1204_2	mouse
d3_1204_3	d3_1204_3	mouse
d3_1205_1	d3_1205_1	mouse
d3_1205_2	d3_1205_2	mouse
d3_1205_3	d3_1205_3	mouse
d3_1205_4	d3_1205_4	mouse
d3_1206_1	d3_1206_1	mouse
d3_1206_2	d3_1206_2	mouse
d3_1206_3	d3_1206_3	mouse
d3_1207_1	d3_1207_1	mouse
d3_1207_2	d3_1207_2	mouse
d3_1207_3	d3_1207_3	mouse
d3_1207_4	d3_1207_4	mouse
d3_1208_1	d3_1208_1	mouse
d3_1208_2	d3_1208_2	mouse
d3_1208_3	d3_1208_3	mouse
d3_1209_1	d3_1209_1	mouse
d3_1209_2	d3_1209_2	mouse
d3_1209_3	d3_1209_3	mouse
d3_1209_4	d3_1209_4	mouse
d3_1210_1	d3_1210_1	mouse
d3_1210_2	d3_1210_2	mouse
d3_1210_3	d3_1210_3	mouse
d3_1211_1	d3_1211_1	mouse
d3_1211_2	d3_1211_2	mouse
d3_1211_3	d3_1211_3	mouse
d3_1212_1	d3_1212_1	mouse
d3_1212_2	d3_1212_2	mouse
d3_1212_3	d3_1212_3	mouse
d3_1213_1	d3_1213_1	mouse
d3_1213_2	d3_1213_2	mouse
d3_1213_3	d3_1213_3	mouse
d4_1199_1	d4_1199_1	mouse
d4_1199_2	d4_1199_2	mouse
d4_1199_3	d4_1199_3	mouse
d4_1199_4	d4_1199_4	mouse
d4_1200_1	d4_1200_1	mouse
d4_1200_2	d4_1200_2	mouse
d4_1200_3	d4_1200_3	mouse
d4_1200_4	d4_1200_4	mouse
d4_1201_1	d4_1201_1	mouse
d4_1201_2	d4_1201_2	mouse
d4_1201_3	d4_1201_3	mouse
d4_1201_4	d4_1201_4	mouse
d4_1202_1	d4_1202_1	mouse
d4_1202_2	d4_1202_2	mouse
d4_1202_3	d4_1202_3	mouse
d4_1202_4	d4_1202_4	mouse
d4_1203_1	d4_1203_1	mouse
d4_1203_2	d4_1203_2	mouse
d4_1203_3	d4_1203_3	mouse
d4_1203_4	d4_1203_4	mouse
d4_1204_1	d4_1204_1	mouse
d4_1204_2	d4_1204_2	mouse
d4_1204_3	d4_1204_3	mouse
d4_1205_1	d4_1205_1	mouse
d4_1205_2	d4_1205_2	mouse
d4_1205_3	d4_1205_3	mouse
d4_1205_4	d4_1205_4	mouse
d4_1206_1	d4_1206_1	mouse
d4_1206_2	d4_1206_2	mouse
d4_1206_3	d4_1206_3	mouse
d4_1207_1	d4_1207_1	mouse
d4_1207_2	d4_1207_2	mouse
d4_1207_3	d4_1207_3	mouse
d4_1207_4	d4_1207_4	mouse
d4_1208_1	d4_1208_1	mouse
d4_1208_2	d4_1208_2	mouse
d4_1208_3	d4_1208_3	mouse
d4_1209_1	d4_1209_1	mouse
d4_1209_2	d4_1209_2	mouse
d4_1209_3	d4_1209_3	mouse
d4_1209_4	d4_1209_4	mouse
d4_1210_1	d4_1210_1	mouse
d4_1210_2	d4_1210_2	mouse
d4_1210_3	d4_1210_3	mouse
d4_1211_1	d4_1211_1	mouse
d4_1211_2	d4_1211_2	mouse
d4_1211_3	d4_1211_3	mouse
d4_1212_1	d4_1212_1	mouse
d4_1212_2	d4_1212_2	mouse
d4_1212_3	d4_1212_3	mouse
d4_1213_1	d4_1213_1	mouse
d4_1213_2	d4_1213_2	mouse
d4_1213_3	d4_1213_3	mouse
d5_1199_1	d5_1199_1	mouse
d5_1199_2	d5_1199_2	mouse
d5_1199_3	d5_1199_3	mouse
d5_1199_4	d5_1199_4	mouse
d5_1200_1	d5_1200_1	mouse
d5_1200_2	d5_1200_2	mouse
d5_1200_3	d5_1200_3	mouse
d5_1200_4	d5_1200_4	mouse
d5_1201_1	d5_1201_1	mouse
d5_1201_2	d5_1201_2	mouse
d5_1201_3	d5_1201_3	mouse
d5_1201_4	d5_1201_4	mouse
d5_1202_1	d5_1202_1	mouse
d5_1202_2	d5_1202_2	mouse
d5_1202_3	d5_1202_3	mouse
d5_1202_4	d5_1202_4	mouse
d5_1203_1	d5_1203_1	mouse
d5_1203_2	d5_1203_2	mouse
d5_1203_3	d5_1203_3	mouse
d5_1203_4	d5_1203_4	mouse
d5_1204_1	d5_1204_1	mouse
d5_1204_2	d5_1204_2	mouse
d5_1204_3	d5_1204_3	mouse
d5_1205_1	d5_1205_1	mouse
d5_1205_2	d5_1205_2	mouse
d5_1205_3	d5_1205_3	mouse
d5_1205_4	d5_1205_4	mouse
d5_1206_1	d5_1206_1	mouse
d5_1206_2	d5_1206_2	mouse
d5_1206_3	d5_1206_3	mouse
d5_1207_1	d5_1207_1	mouse
d5_1207_2	d5_1207_2	mouse
d5_1207_3	d5_1207_3	mouse
d5_1207_4	d5_1207_4	mouse
d5_1208_1	d5_1208_1	mouse
d5_1208_2	d5_1208_2	mouse
d5_1208_3	d5_1208_3	mouse
d5_1209_1	d5_1209_1	mouse
d5_1209_2	d5_1209_2	mouse
d5_1209_3	d5_1209_3	mouse
d5_1209_4	d5_1209_4	mouse
d5_1210_1	d5_1210_1	mouse
d5_1210_2	d5_1210_2	mouse
d5_1210_3	d5_1210_3	mouse
d5_1211_1	d5_1211_1	mouse
d5_1211_2	d5_1211_2	mouse
d5_1211_3	d5_1211_3	mouse
d5_1212_1	d5_1212_1	mouse
d5_1212_2	d5_1212_2	mouse
d5_1212_3	d5_1212_3	mouse
d5_1213_1	d5_1213_1	mouse
d5_1213_2	d5_1213_2	mouse
d5_1213_3	d5_1213_3	mouse
d6_1199_1	d6_1199_1	mouse
d6_1199_2	d6_1199_2	mouse
d6_1199_3	d6_1199_3	mouse
d6_1199_4	d6_1199_4	mouse
d6_1200_1	d6_1200_1	mouse
d6_1200_2	d6_1200_2	mouse
d6_1200_3	d6_1200_3	mouse
d6_1200_4	d6_1200_4	mouse
d6_1201_1	d6_1201_1	mouse
d6_1201_2	d6_1201_2	mouse
d6_1201_3	d6_1201_3	mouse
d6_1201_4	d6_1201_4	mouse
d6_1202_1	d6_1202_1	mouse
d6_1202_2	d6_1202_2	mouse
d6_1202_3	d6_1202_3	mouse
d6_1202_4	d6_1202_4	mouse
d6_1203_1	d6_1203_1	mouse
d6_1203_2	d6_1203_2	mouse
d6_1203_3	d6_1203_3	mouse
d6_1203_4	d6_1203_4	mouse
d6_1204_1	d6_1204_1	mouse
d6_1204_2	d6_1204_2	mouse
d6_1204_3	d6_1204_3	mouse
d6_1205_1	d6_1205_1	mouse
d6_1205_2	d6_1205_2	mouse
d6_1205_3	d6_1205_3	mouse
d6_1205_4	d6_1205_4	mouse
d6_1206_1	d6_1206_1	mouse
d6_1206_2	d6_1206_2	mouse
d6_1206_3	d6_1206_3	mouse
d6_1207_1	d6_1207_1	mouse
d6_1207_2	d6_1207_2	mouse
d6_1207_3	d6_1207_3	mouse
d6_1207_4	d6_1207_4	mouse
d6_1208_1	d6_1208_1	mouse
d6_1208_2	d6_1208_2	mouse
d6_1208_3	d6_1208_3	mouse
d6_1209_1	d6_1209_1	mouse
d6_1209_2	d6_1209_2	mouse
d6_1209_3	d6_1209_3	mouse
d6_1209_4	d6_1209_4	mouse
d6_1210_1	d6_1210_1	mouse
d6_1210_2	d6_1210_2	mouse
d6_1210_3	d6_1210_3	mouse
d6_1211_1	d6_1211_1	mouse
d6_1211_2	d6_1211_2	mouse
d6_1211_3	d6_1211_3	mouse
d6_1212_1	d6_1212_1	mouse
d6_1212_2	d6_1212_2	mouse
d6_1212_3	d6_1212_3	mouse
d6_1213_1	d6_1213_1	mouse
d6_1213_2	d6_1213_2	mouse
d6_1213_3	d6_1213_3	mouse
d7_1199_1	d7_1199_1	mouse
d7_1199_2	d7_1199_2	mouse
d7_1199_3	d7_1199_3	mouse
d7_1199_4	d7_1199_4	mouse
d7_1200_1	d7_1200_1	mouse
d7_1200_2	d7_1200_2	mouse
d7_1200_3	d7_1200_3	mouse
d7_1200_4	d7_1200_4	mouse
d7_1201_1	d7_1201_1	mouse
d7_1201_2	d7_1201_2	mouse
d7_1201_3	d7_1201_3	mouse
d7_1201_4	d7_1201_4	mouse
d7_1202_1	d7_1202_1	mouse
d7_1202_2	d7_1202_2	mouse
d7_1202_3	d7_1202_3	mouse
d7_1202_4	d7_1202_4	mouse
d7_1203_1	d7_1203_1	mouse
d7_1203_2	d7_1203_2	mouse
d7_1203_3	d7_1203_3	mouse
d7_1203_4	d7_1203_4	mouse
d7_1204_1	d7_1204_1	mouse
d7_1204_2	d7_1204_2	mouse
d7_1204_3	d7_1204_3	mouse
d7_1205_1	d7_1205_1	mouse
d7_1205_2	d7_1205_2	mouse
d7_1205_3	d7_1205_3	mouse
d7_1205_4	d7_1205_4	mouse
d7_1206_1	d7_1206_1	mouse
d7_1206_2	d7_1206_2	mouse
d7_1206_3	d7_1206_3	mouse
d7_1207_1	d7_1207_1	mouse
d7_1207_2	d7_1207_2	mouse
d7_1207_3	d7_1207_3	mouse
d7_1207_4	d7_1207_4	mouse
d7_1208_1	d7_1208_1	mouse
d7_1208_2	d7_1208_2	mouse
d7_1208_3	d7_1208_3	mouse
d7_1209_1	d7_1209_1	mouse
d7_1209_2	d7_1209_2	mouse
d7_1209_3	d7_1209_3	mouse
d7_1209_4	d7_1209_4	mouse
d7_1210_1	d7_1210_1	mouse
d7_1210_2	d7_1210_2	mouse
d7_1210_3	d7_1210_3	mouse
d7_1211_1	d7_1211_1	mouse
d7_1211_2	d7_1211_2	mouse
d7_1211_3	d7_1211_3	mouse
d7_1212_1	d7_1212_1	mouse
d7_1212_2	d7_1212_2	mouse
d7_1212_3	d7_1212_3	mouse
d7_1213_1	d7_1213_1	mouse
d7_1213_2	d7_1213_2	mouse
d7_1213_3	d7_1213_3	mouse
d8_1199_1	d8_1199_1	mouse
d8_1199_2	d8_1199_2	mouse
d8_1199_3	d8_1199_3	mouse
d8_1199_4	d8_1199_4	mouse
d8_1200_1	d8_1200_1	mouse
d8_1200_2	d8_1200_2	mouse
d8_1200_3	d8_1200_3	mouse
d8_1200_4	d8_1200_4	mouse
d8_1201_1	d8_1201_1	mouse
d8_1201_2	d8_1201_2	mouse
d8_1201_3	d8_1201_3	mouse
d8_1201_4	d8_1201_4	mouse
d8_1202_1	d8_1202_1	mouse
d8_1202_2	d8_1202_2	mouse
d8_1202_3	d8_1202_3	mouse
d8_1202_4	d8_1202_4	mouse
d8_1203_1	d8_1203_1	mouse
d8_1203_2	d8_1203_2	mouse
d8_1203_3	d8_1203_3	mouse
d8_1203_4	d8_1203_4	mouse
d8_1204_1	d8_1204_1	mouse
d8_1204_2	d8_1204_2	mouse
d8_1204_3	d8_1204_3	mouse
d8_1205_1	d8_1205_1	mouse
d8_1205_2	d8_1205_2	mouse
d8_1205_3	d8_1205_3	mouse
d8_1205_4	d8_1205_4	mouse
d8_1206_1	d8_1206_1	mouse
d8_1206_2	d8_1206_2	mouse
d8_1206_3	d8_1206_3	mouse
d8_1207_1	d8_1207_1	mouse
d8_1207_2	d8_1207_2	mouse
d8_1207_3	d8_1207_3	mouse
d8_1207_4	d8_1207_4	mouse
d8_1208_1	d8_1208_1	mouse
d8_1208_2	d8_1208_2	mouse
d8_1208_3	d8_1208_3	mouse
d8_1209_1	d8_1209_1	mouse
d8_1209_2	d8_1209_2	mouse
d8_1209_3	d8_1209_3	mouse
d8_1209_4	d8_1209_4	mouse
d8_1210_1	d8_1210_1	mouse
d8_1210_2	d8_1210_2	mouse
d8_1210_3	d8_1210_3	mouse
d8_1211_1	d8_1211_1	mouse
d8_1211_2	d8_1211_2	mouse
d8_1211_3	d8_1211_3	mouse
d8_1212_1	d8_1212_1	mouse
d8_1212_2	d8_1212_2	mouse
d8_1212_3	d8_1212_3	mouse
d8_1213_1	d8_1213_1	mouse
d8_1213_2	d8_1213_2	mouse
d8_1213_3	d8_1213_3	mouse
d9_1199_1	d9_1199_1	mouse
d9_1199_2	d9_1199_2	mouse
d9_1199_3	d9_1199_3	mouse
d9_1199_4	d9_1199_4	mouse
d9_1200_1	d9_1200_1	mouse
d9_1200_2	d9_1200_2	mouse
d9_1200_3	d9_1200_3	mouse
d9_1200_4	d9_1200_4	mouse
d9_1201_1	d9_1201_1	mouse
d9_1201_2	d9_1201_2	mouse
d9_1201_3	d9_1201_3	mouse
d9_1201_4	d9_1201_4	mouse
d9_1202_1	d9_1202_1	mouse
d9_1202_2	d9_1202_2	mouse
d9_1202_3	d9_1202_3	mouse
d9_1202_4	d9_1202_4	mouse
d9_1203_1	d9_1203_1	mouse
d9_1203_2	d9_1203_2	mouse
d9_1203_3	d9_1203_3	mouse
d9_1203_4	d9_1203_4	mouse
d9_1204_1	d9_1204_1	mouse
d9_1204_2	d9_1204_2	mouse
d9_1204_3	d9_1204_3	mouse
d9_1205_1	d9_1205_1	mouse
d9_1205_2	d9_1205_2	mouse
d9_1205_3	d9_1205_3	mouse
d9_1205_4	d9_1205_4	mouse
d9_1206_1	d9_1206_1	mouse
d9_1206_2	d9_1206_2	mouse
d9_1206_3	d9_1206_3	mouse
d9_1207_1	d9_1207_1	mouse
d9_1207_2	d9_1207_2	mouse
d9_1207_3	d9_1207_3	mouse
d9_1207_4	d9_1207_4	mouse
d9_1208_1	d9_1208_1	mouse
d9_1208_2	d9_1208_2	mouse
d9_1208_3	d9_1208_3	mouse
d9_1209_1	d9_1209_1	mouse
d9_1209_2	d9_1209_2	mouse
d9_1209_3	d9_1209_3	mouse
d9_1209_4	d9_1209_4	mouse
d9_1210_1	d9_1210_1	mouse
d9_1210_2	d9_1210_2	mouse
d9_1210_3	d9_1210_3	mouse
d9_1211_1	d9_1211_1	mouse
d9_1211_2	d9_1211_2	mouse
d9_1211_3	d9_1211_3	mouse
d9_1212_1	d9_1212_1	mouse
d9_1212_2	d9_1212_2	mouse
d9_1212_3	d9_1212_3	mouse
d9_1213_1	d9_1213_1	mouse
d9_1213_2	d9_1213_2	mouse
d9_1213_3	d9_1213_3	mouse
dn2_1199_1	dn2_1199_1	mouse
dn2_1199_2	dn2_1199_2	mouse
dn2_1199_3	dn2_1199_3	mouse
dn2_1199_4	dn2_1199_4	mouse
dn2_1200_1	dn2_1200_1	mouse
dn2_1200_2	dn2_1200_2	mouse
dn2_1200_3	dn2_1200_3	mouse
dn2_1200_4	dn2_1200_4	mouse
dn2_1201_1	dn2_1201_1	mouse
dn2_1201_2	dn2_1201_2	mouse
dn2_1201_3	dn2_1201_3	mouse
dn2_1201_4	dn2_1201_4	mouse
dn2_1202_1	dn2_1202_1	mouse
dn2_1202_2	dn2_1202_2	mouse
dn2_1202_3	dn2_1202_3	mouse
dn2_1202_4	dn2_1202_4	mouse
dn2_1203_1	dn2_1203_1	mouse
dn2_1203_2	dn2_1203_2	mouse
dn2_1203_3	dn2_1203_3	mouse
dn2_1203_4	dn2_1203_4	mouse
dn2_1204_1	dn2_1204_1	mouse
dn2_1204_2	dn2_1204_2	mouse
dn2_1204_3	dn2_1204_3	mouse
dn2_1205_1	dn2_1205_1	mouse
dn2_1205_2	dn2_1205_2	mouse
dn2_1205_3	dn2_1205_3	mouse
dn2_1205_4	dn2_1205_4	mouse
dn2_1206_1	dn2_1206_1	mouse
dn2_1206_2	dn2_1206_2	mouse
dn2_1206_3	dn2_1206_3	mouse
dn2_1207_1	dn2_1207_1	mouse
dn2_1207_2	dn2_1207_2	mouse
dn2_1207_3	dn2_1207_3	mouse
dn2_1207_4	dn2_1207_4	mouse
dn2_1208_1	dn2_1208_1	mouse
dn2_1208_2	dn2_1208_2	mouse
dn2_1208_3	dn2_1208_3	mouse
dn2_1209_1	dn2_1209_1	mouse
dn2_1209_2	dn2_1209_2	mouse
dn2_1209_3	dn2_1209_3	mouse
dn2_1209_4	dn2_1209_4	mouse
dn2_1210_1	dn2_1210_1	mouse
dn2_1210_2	dn2_1210_2	mouse
dn2_1210_3	dn2_1210_3	mouse
dn2_1211_1	dn2_1211_1	mouse
dn2_1211_2	dn2_1211_2	mouse
dn2_1211_3	dn2_1211_3	mouse
dn2_1212_1	dn2_1212_1	mouse
dn2_1212_2	dn2_1212_2	mouse
dn2_1212_3	dn2_1212_3	mouse
dn2_1213_1	dn2_1213_1	mouse
dn2_1213_2	dn2_1213_2	mouse
dn2_1213_3	dn2_1213_3	mouse
dn7_1199_1	dn7_1199_1	mouse
dn7_1199_2	dn7_1199_2	mouse
dn7_1199_3	dn7_1199_3	mouse
dn7_1199_4	dn7_1199_4	mouse
dn7_1200_1	dn7_1200_1	mouse
dn7_1200_2	dn7_1200_2	mouse
dn7_1200_3	dn7_1200_3	mouse
dn7_1200_4	dn7_1200_4	mouse
dn7_1201_1	dn7_1201_1	mouse
dn7_1201_2	dn7_1201_2	mouse
dn7_1201_3	dn7_1201_3	mouse
dn7_1201_4	dn7_1201_4	mouse
dn7_1202_1	dn7_1202_1	mouse
dn7_1202_2	dn7_1202_2	mouse
dn7_1202_3	dn7_1202_3	mouse
dn7_1202_4	dn7_1202_4	mouse
dn7_1203_1	dn7_1203_1	mouse
dn7_1203_2	dn7_1203_2	mouse
dn7_1203_3	dn7_1203_3	mouse
dn7_1203_4	dn7_1203_4	mouse
dn7_1204_1	dn7_1204_1	mouse
dn7_1204_2	dn7_1204_2	mouse
dn7_1204_3	dn7_1204_3	mouse
dn7_1205_1	dn7_1205_1	mouse
dn7_1205_2	dn7_1205_2	mouse
dn7_1205_3	dn7_1205_3	mouse
dn7_1205_4	dn7_1205_4	mouse
dn7_1206_1	dn7_1206_1	mouse
dn7_1206_2	dn7_1206_2	mouse
dn7_1206_3	dn7_1206_3	mouse
dn7_1207_1	dn7_1207_1	mouse
dn7_1207_2	dn7_1207_2	mouse
dn7_1207_3	dn7_1207_3	mouse
dn7_1207_4	dn7_1207_4	mouse
dn7_1208_1	dn7_1208_1	mouse
dn7_1208_2	dn7_1208_2	mouse
dn7_1208_3	dn7_1208_3	mouse
dn7_1209_1	dn7_1209_1	mouse
