seqID	sampleID	sampleType
d39_201_1	d39_201_1	mouse
d39_201_2	d39_201_2	mouse
d39_201_3	d39_201_3	mouse
d4_1676_1	d4_1676_1	mouse
d4_1676_2	d4_1676_2	mouse
d4_1676_3	d4_1676_3	mouse
d4_1676_4	d4_1676_4	mouse
d4_1677_1	d4_1677_1	mouse
d4_1677_2	d4_1677_2	mouse
d4_1677_3	d4_1677_3	mouse
d4_1677_4	d4_1677_4	mouse
d4_1681_1	d4_1681_1	mouse
d4_1681_2	d4_1681_2	mouse
d4_1681_3	d4_1681_3	mouse
d4_198_1	d4_198_1	mouse
d4_198_2	d4_198_2	mouse
d4_198_3	d4_198_3	mouse
d4_198_4	d4_198_4	mouse
d4_199_1	d4_199_1	mouse
d4_199_2	d4_199_2	mouse
d4_199_3	d4_199_3	mouse
d4_199_4	d4_199_4	mouse
d4_201_1	d4_201_1	mouse
d4_201_2	d4_201_2	mouse
d4_201_3	d4_201_3	mouse
d41_1676_1	d41_1676_1	mouse
d41_1676_2	d41_1676_2	mouse
d41_1676_3	d41_1676_3	mouse
d41_1676_4	d41_1676_4	mouse
d41_1677_1	d41_1677_1	mouse
d41_1677_2	d41_1677_2	mouse
d41_1677_3	d41_1677_3	mouse
d41_1677_4	d41_1677_4	mouse
d41_1681_1	d41_1681_1	mouse
d41_1681_2	d41_1681_2	mouse
d41_1681_3	d41_1681_3	mouse
d41_198_1	d41_198_1	mouse
d41_198_2	d41_198_2	mouse
d41_198_3	d41_198_3	mouse
d41_198_4	d41_198_4	mouse
d41_199_1	d41_199_1	mouse
d41_199_2	d41_199_2	mouse
d41_199_3	d41_199_3	mouse
d41_199_4	d41_199_4	mouse
d41_201_1	d41_201_1	mouse
d41_201_2	d41_201_2	mouse
d41_201_3	d41_201_3	mouse
cd42_1676_1	d42_1676_1	mouse
cd42_1676_2	d42_1676_2	mouse
cd42_1676_3	d42_1676_3	mouse
cd42_1676_4	d42_1676_4	mouse
cd42_1677_1	d42_1677_1	mouse
cd42_1677_2	d42_1677_2	mouse
cd42_1677_3	d42_1677_3	mouse
cd42_1677_4	d42_1677_4	mouse
d42_1681_1	d42_1681_1	mouse
cd42_1681_2	d42_1681_2	mouse
cd42_1681_3	d42_1681_3	mouse
cd42_198_1	d42_198_1	mouse
cd42_198_2	d42_198_2	mouse
cd42_198_3	d42_198_3	mouse
cd42_198_4	d42_198_4	mouse
cd42_199_1	d42_199_1	mouse
cd42_199_2	d42_199_2	mouse
cd42_199_3	d42_199_3	mouse
cd42_199_4	d42_199_4	mouse
cd42_201_1	d42_201_1	mouse
cd42_201_2	d42_201_2	mouse
cd42_201_3	d42_201_3	mouse
d5_1676_1	d5_1676_1	mouse
d5_1676_2	d5_1676_2	mouse
d5_1676_3	d5_1676_3	mouse
d5_1676_4	d5_1676_4	mouse
d5_1677_1	d5_1677_1	mouse
d5_1677_2	d5_1677_2	mouse
d5_1677_3	d5_1677_3	mouse
d5_1677_4	d5_1677_4	mouse
d5_1681_1	d5_1681_1	mouse
d5_1681_2	d5_1681_2	mouse
d5_1681_3	d5_1681_3	mouse
d5_198_1	d5_198_1	mouse
d5_198_2	d5_198_2	mouse
d5_198_3	d5_198_3	mouse
d5_198_4	d5_198_4	mouse
d5_199_1	d5_199_1	mouse
d5_199_2	d5_199_2	mouse
d5_199_3	d5_199_3	mouse
d5_199_4	d5_199_4	mouse
d5_201_1	d5_201_1	mouse
d5_201_2	d5_201_2	mouse
d5_201_3	d5_201_3	mouse
d6_1676_1	d6_1676_1	mouse
d6_1676_2	d6_1676_2	mouse
d6_1676_3	d6_1676_3	mouse
d6_1676_4	d6_1676_4	mouse
d6_1677_1	d6_1677_1	mouse
d6_1677_2	d6_1677_2	mouse
d6_1677_3	d6_1677_3	mouse
d6_1677_4	d6_1677_4	mouse
d6_1681_1	d6_1681_1	mouse
d6_1681_2	d6_1681_2	mouse
d6_1681_3	d6_1681_3	mouse
d6_198_1	d6_198_1	mouse
d6_198_2	d6_198_2	mouse
d6_198_3	d6_198_3	mouse
d6_198_4	d6_198_4	mouse
d6_199_1	d6_199_1	mouse
d6_199_2	d6_199_2	mouse
d6_199_3	d6_199_3	mouse
d6_199_4	d6_199_4	mouse
d6_201_1	d6_201_1	mouse
d6_201_2	d6_201_2	mouse
d6_201_3	d6_201_3	mouse
d7_1676_1	d7_1676_1	mouse
d7_1676_2	d7_1676_2	mouse
d7_1676_3	d7_1676_3	mouse
d7_1676_4	d7_1676_4	mouse
d7_1677_1	d7_1677_1	mouse
d7_1677_2	d7_1677_2	mouse
d7_1677_3	d7_1677_3	mouse
d7_1677_4	d7_1677_4	mouse
d7_1681_1	d7_1681_1	mouse
d7_1681_2	d7_1681_2	mouse
d7_1681_3	d7_1681_3	mouse
d7_198_1	d7_198_1	mouse
d7_198_2	d7_198_2	mouse
d7_198_3	d7_198_3	mouse
d7_198_4	d7_198_4	mouse
d7_199_1	d7_199_1	mouse
d7_199_2	d7_199_2	mouse
d7_199_3	d7_199_3	mouse
d7_199_4	d7_199_4	mouse
d7_201_1	d7_201_1	mouse
d7_201_2	d7_201_2	mouse
d7_201_3	d7_201_3	mouse
d8_1676_1	d8_1676_1	mouse
d8_1676_2	d8_1676_2	mouse
d8_1676_3	d8_1676_3	mouse
d8_1676_4	d8_1676_4	mouse
d8_1677_1	d8_1677_1	mouse
d8_1677_2	d8_1677_2	mouse
d8_1677_3	d8_1677_3	mouse
d8_1677_4	d8_1677_4	mouse
d8_1681_1	d8_1681_1	mouse
d8_1681_2	d8_1681_2	mouse
d8_1681_3	d8_1681_3	mouse
d8_198_1	d8_198_1	mouse
d8_198_2	d8_198_2	mouse
d8_198_3	d8_198_3	mouse
d8_198_4	d8_198_4	mouse
d8_199_1	d8_199_1	mouse
d8_199_2	d8_199_2	mouse
d8_199_3	d8_199_3	mouse
d8_199_4	d8_199_4	mouse
d8_201_1	d8_201_1	mouse
d8_201_2	d8_201_2	mouse
d8_201_3	d8_201_3	mouse
d9_1676_1	d9_1676_1	mouse
d9_1676_2	d9_1676_2	mouse
d9_1676_3	d9_1676_3	mouse
d9_1676_4	d9_1676_4	mouse
d9_1677_1	d9_1677_1	mouse
d9_1677_2	d9_1677_2	mouse
d9_1677_3	d9_1677_3	mouse
d9_1677_4	d9_1677_4	mouse
d9_1681_1	d9_1681_1	mouse
d9_1681_2	d9_1681_2	mouse
d9_1681_3	d9_1681_3	mouse
d9_198_1	d9_198_1	mouse
d9_198_2	d9_198_2	mouse
d9_198_3	d9_198_3	mouse
d9_198_4	d9_198_4	mouse
d9_199_1	d9_199_1	mouse
d9_199_2	d9_199_2	mouse
d9_199_3	d9_199_3	mouse
d9_199_4	d9_199_4	mouse
d9_201_1	d9_201_1	mouse
d9_201_2	d9_201_2	mouse
d9_201_3	d9_201_3	mouse
dn2_1676_1	dn2_1676_1	mouse
dn2_1676_2	dn2_1676_2	mouse
dn2_1676_3	dn2_1676_3	mouse
dn2_1676_4	dn2_1676_4	mouse
dn2_1677_1	dn2_1677_1	mouse
dn2_1677_2	dn2_1677_2	mouse
dn2_1677_3	dn2_1677_3	mouse
dn2_1677_4	dn2_1677_4	mouse
dn2_1681_1	dn2_1681_1	mouse
dn2_1681_2	dn2_1681_2	mouse
dn2_1681_3	dn2_1681_3	mouse
dn2_198_1	dn2_198_1	mouse
dn2_198_2	dn2_198_2	mouse
dn2_198_3	dn2_198_3	mouse
dn2_198_4	dn2_198_4	mouse
dn2_199_1	dn2_199_1	mouse
dn2_199_2	dn2_199_2	mouse
dn2_199_3	dn2_199_3	mouse
dn2_199_4	dn2_199_4	mouse
dn2_201_1	dn2_201_1	mouse
dn2_201_2	dn2_201_2	mouse
dn2_201_3	dn2_201_3	mouse
dn7_1676_1	dn7_1676_1	mouse
dn7_1676_2	dn7_1676_2	mouse
dn7_1676_3	dn7_1676_3	mouse
dn7_1676_4	dn7_1676_4	mouse
dn7_1677_1	dn7_1677_1	mouse
dn7_1677_2	dn7_1677_2	mouse
dn7_1677_3	dn7_1677_3	mouse
dn7_1677_4	dn7_1677_4	mouse
dn7_1681_1	dn7_1681_1	mouse
dn7_1681_2	dn7_1681_2	mouse
dn7_1681_3	dn7_1681_3	mouse
dn7_198_1	dn7_198_1	mouse
dn7_198_2	dn7_198_2	mouse
dn7_198_3	dn7_198_3	mouse
dn7_198_4	dn7_198_4	mouse
dn7_199_1	dn7_199_1	mouse
dn7_199_2	dn7_199_2	mouse
dn7_199_3	dn7_199_3	mouse
dn7_199_4	dn7_199_4	mouse
dn7_201_1	dn7_201_1	mouse
dn7_201_2	dn7_201_2	mouse
dn7_201_3	dn7_201_3	mouse
d0_1687_1	d0_1687_1	mouse
d0_1687_2	d0_1687_2	mouse
d0_1687_3	d0_1687_3	mouse
d0_202_1	d0_202_1	mouse
d0_202_2	d0_202_2	mouse
d0_202_3	d0_202_3	mouse
d0_203_1	d0_203_1	mouse
d0_203_2	d0_203_2	mouse
d0_203_3	d0_203_3	mouse
d0_204_1	d0_204_1	mouse
d0_204_2	d0_204_2	mouse
d0_204_3	d0_204_3	mouse
d1_1687_1	d1_1687_1	mouse
d1_1687_2	d1_1687_2	mouse
d1_1687_3	d1_1687_3	mouse
d1_202_1	d1_202_1	mouse
d1_202_2	d1_202_2	mouse
d1_202_3	d1_202_3	mouse
d1_203_1	d1_203_1	mouse
d1_203_2	d1_203_2	mouse
d1_203_3	d1_203_3	mouse
d1_204_1	d1_204_1	mouse
d1_204_2	d1_204_2	mouse
d1_204_3	d1_204_3	mouse
d10_1687_1	d10_1687_1	mouse
d10_1687_2	d10_1687_2	mouse
d10_1687_3	d10_1687_3	mouse
d10_202_1	d10_202_1	mouse
d10_202_2	d10_202_2	mouse
d10_202_3	d10_202_3	mouse
d10_203_1	d10_203_1	mouse
d10_203_2	d10_203_2	mouse
d10_203_3	d10_203_3	mouse
d10_204_1	d10_204_1	mouse
d10_204_2	d10_204_2	mouse
d10_204_3	d10_204_3	mouse
d11_1687_1	d11_1687_1	mouse
d11_1687_2	d11_1687_2	mouse
d11_1687_3	d11_1687_3	mouse
d11_202_1	d11_202_1	mouse
d11_202_2	d11_202_2	mouse
d11_202_3	d11_202_3	mouse
d11_203_1	d11_203_1	mouse
d11_203_2	d11_203_2	mouse
d11_203_3	d11_203_3	mouse
d11_204_1	d11_204_1	mouse
d11_204_2	d11_204_2	mouse
d11_204_3	d11_204_3	mouse
d12_1687_1	d12_1687_1	mouse
d12_1687_2	d12_1687_2	mouse
d12_1687_3	d12_1687_3	mouse
d12_202_1	d12_202_1	mouse
d12_202_2	d12_202_2	mouse
d12_202_3	d12_202_3	mouse
d12_203_1	d12_203_1	mouse
d12_203_2	d12_203_2	mouse
d12_203_3	d12_203_3	mouse
d12_204_1	d12_204_1	mouse
d12_204_2	d12_204_2	mouse
d12_204_3	d12_204_3	mouse
d13_1687_1	d13_1687_1	mouse
d13_1687_2	d13_1687_2	mouse
d13_1687_3	d13_1687_3	mouse
d13_202_1	d13_202_1	mouse
d13_202_2	d13_202_2	mouse
d13_202_3	d13_202_3	mouse
d13_203_1	d13_203_1	mouse
d13_203_2	d13_203_2	mouse
d13_203_3	d13_203_3	mouse
d13_204_1	d13_204_1	mouse
d13_204_2	d13_204_2	mouse
d13_204_3	d13_204_3	mouse
d14_1687_1	d14_1687_1	mouse
d14_1687_2	d14_1687_2	mouse
d14_1687_3	d14_1687_3	mouse
d14_202_1	d14_202_1	mouse
d14_202_2	d14_202_2	mouse
d14_202_3	d14_202_3	mouse
d14_203_1	d14_203_1	mouse
d14_203_2	d14_203_2	mouse
d14_203_3	d14_203_3	mouse
d14_204_1	d14_204_1	mouse
d14_204_2	d14_204_2	mouse
d14_204_3	d14_204_3	mouse
d15_1687_1	d15_1687_1	mouse
d15_1687_2	d15_1687_2	mouse
d15_1687_3	d15_1687_3	mouse
d15_202_1	d15_202_1	mouse
d15_202_2	d15_202_2	mouse
d15_202_3	d15_202_3	mouse
d15_203_1	d15_203_1	mouse
d15_203_2	d15_203_2	mouse
d15_203_3	d15_203_3	mouse
d15_204_1	d15_204_1	mouse
d15_204_2	d15_204_2	mouse
d15_204_3	d15_204_3	mouse
d16_1687_1	d16_1687_1	mouse
d16_1687_2	d16_1687_2	mouse
d16_1687_3	d16_1687_3	mouse
d16_202_1	d16_202_1	mouse
d16_202_2	d16_202_2	mouse
d16_202_3	d16_202_3	mouse
d16_203_1	d16_203_1	mouse
d16_203_2	d16_203_2	mouse
d16_203_3	d16_203_3	mouse
d16_204_1	d16_204_1	mouse
d16_204_2	d16_204_2	mouse
d16_204_3	d16_204_3	mouse
d17_1687_1	d17_1687_1	mouse
d17_1687_2	d17_1687_2	mouse
d17_1687_3	d17_1687_3	mouse
d17_202_1	d17_202_1	mouse
d17_202_2	d17_202_2	mouse
d17_202_3	d17_202_3	mouse
d17_203_1	d17_203_1	mouse
d17_203_2	d17_203_2	mouse
d17_203_3	d17_203_3	mouse
d17_204_1	d17_204_1	mouse
d17_204_2	d17_204_2	mouse
d17_204_3	d17_204_3	mouse
d18_1687_1	d18_1687_1	mouse
d18_1687_2	d18_1687_2	mouse
d18_1687_3	d18_1687_3	mouse
d18_202_1	d18_202_1	mouse
d18_202_2	d18_202_2	mouse
d18_202_3	d18_202_3	mouse
d18_203_1	d18_203_1	mouse
d18_203_2	d18_203_2	mouse
d18_203_3	d18_203_3	mouse
d18_204_1	d18_204_1	mouse
d18_204_2	d18_204_2	mouse
d18_204_3	d18_204_3	mouse
d19_1687_1	d19_1687_1	mouse
d19_1687_2	d19_1687_2	mouse
d19_1687_3	d19_1687_3	mouse
d19_202_1	d19_202_1	mouse
d19_202_2	d19_202_2	mouse
d19_202_3	d19_202_3	mouse
d19_203_1	d19_203_1	mouse
d19_203_2	d19_203_2	mouse
d19_203_3	d19_203_3	mouse
d19_204_1	d19_204_1	mouse
d19_204_2	d19_204_2	mouse
d19_204_3	d19_204_3	mouse
d2_1687_1	d2_1687_1	mouse
d2_1687_2	d2_1687_2	mouse
d2_1687_3	d2_1687_3	mouse
d2_202_1	d2_202_1	mouse
d2_202_2	d2_202_2	mouse
d2_202_3	d2_202_3	mouse
d2_203_1	d2_203_1	mouse
d2_203_2	d2_203_2	mouse
d2_203_3	d2_203_3	mouse
d2_204_1	d2_204_1	mouse
d2_204_2	d2_204_2	mouse
d2_204_3	d2_204_3	mouse
d20_1687_1	d20_1687_1	mouse
d20_1687_2	d20_1687_2	mouse
d20_1687_3	d20_1687_3	mouse
d20_202_1	d20_202_1	mouse
d20_202_2	d20_202_2	mouse
d20_202_3	d20_202_3	mouse
d20_203_1	d20_203_1	mouse
d20_203_2	d20_203_2	mouse
d20_203_3	d20_203_3	mouse
d20_204_1	d20_204_1	mouse
d20_204_2	d20_204_2	mouse
d20_204_3	d20_204_3	mouse
d21_1687_1	d21_1687_1	mouse
d21_1687_2	d21_1687_2	mouse
d21_1687_3	d21_1687_3	mouse
d21_202_1	d21_202_1	mouse
d21_202_2	d21_202_2	mouse
d21_202_3	d21_202_3	mouse
d21_203_1	d21_203_1	mouse
d21_203_2	d21_203_2	mouse
d21_203_3	d21_203_3	mouse
d21_204_1	d21_204_1	mouse
d21_204_2	d21_204_2	mouse
d21_204_3	d21_204_3	mouse
d22_1687_1	d22_1687_1	mouse
d22_1687_2	d22_1687_2	mouse
d22_1687_3	d22_1687_3	mouse
d22_202_1	d22_202_1	mouse
d22_202_2	d22_202_2	mouse
d22_202_3	d22_202_3	mouse
d22_203_1	d22_203_1	mouse
d22_203_2	d22_203_2	mouse
d22_203_3	d22_203_3	mouse
d22_204_1	d22_204_1	mouse
d22_204_2	d22_204_2	mouse
d22_204_3	d22_204_3	mouse
d24_1687_1	d24_1687_1	mouse
d24_1687_2	d24_1687_2	mouse
d24_1687_3	d24_1687_3	mouse
d24_202_1	d24_202_1	mouse
d24_202_2	d24_202_2	mouse
d24_202_3	d24_202_3	mouse
d24_203_1	d24_203_1	mouse
d24_203_2	d24_203_2	mouse
d24_203_3	d24_203_3	mouse
d24_204_1	d24_204_1	mouse
d24_204_2	d24_204_2	mouse
d24_204_3	d24_204_3	mouse
d25_1687_1	d25_1687_1	mouse
d25_1687_2	d25_1687_2	mouse
d25_1687_3	d25_1687_3	mouse
d25_202_1	d25_202_1	mouse
d25_202_2	d25_202_2	mouse
d25_202_3	d25_202_3	mouse
d25_203_1	d25_203_1	mouse
d25_203_2	d25_203_2	mouse
d25_203_3	d25_203_3	mouse
d25_204_1	d25_204_1	mouse
d25_204_2	d25_204_2	mouse
d25_204_3	d25_204_3	mouse
d28_1687_1	d28_1687_1	mouse
d28_1687_2	d28_1687_2	mouse
d28_1687_3	d28_1687_3	mouse
d28_202_1	d28_202_1	mouse
d28_202_2	d28_202_2	mouse
d28_202_3	d28_202_3	mouse
d28_203_1	d28_203_1	mouse
d28_203_2	d28_203_2	mouse
d28_203_3	d28_203_3	mouse
d28_204_1	d28_204_1	mouse
d28_204_2	d28_204_2	mouse
d28_204_3	d28_204_3	mouse
d3_1687_1	d3_1687_1	mouse
d3_1687_2	d3_1687_2	mouse
d3_1687_3	d3_1687_3	mouse
d3_202_1	d3_202_1	mouse
d3_202_2	d3_202_2	mouse
d3_202_3	d3_202_3	mouse
d3_203_1	d3_203_1	mouse
d3_203_2	d3_203_2	mouse
d3_203_3	d3_203_3	mouse
d3_204_1	d3_204_1	mouse
d3_204_2	d3_204_2	mouse
d3_204_3	d3_204_3	mouse
d30_1687_1	d30_1687_1	mouse
d30_1687_2	d30_1687_2	mouse
d30_1687_3	d30_1687_3	mouse
d30_202_1	d30_202_1	mouse
d30_202_2	d30_202_2	mouse
d30_202_3	d30_202_3	mouse
d30_203_1	d30_203_1	mouse
d30_203_2	d30_203_2	mouse
d30_203_3	d30_203_3	mouse
d30_204_1	d30_204_1	mouse
d30_204_2	d30_204_2	mouse
d30_204_3	d30_204_3	mouse
d32_1687_1	d32_1687_1	mouse
d32_1687_2	d32_1687_2	mouse
d32_1687_3	d32_1687_3	mouse
d32_202_1	d32_202_1	mouse
d32_202_2	d32_202_2	mouse
d32_202_3	d32_202_3	mouse
d32_203_1	d32_203_1	mouse
d32_203_2	d32_203_2	mouse
d32_203_3	d32_203_3	mouse
d32_204_1	d32_204_1	mouse
d32_204_2	d32_204_2	mouse
d32_204_3	d32_204_3	mouse
d35_1687_1	d35_1687_1	mouse
d35_1687_2	d35_1687_2	mouse
d35_1687_3	d35_1687_3	mouse
d35_202_1	d35_202_1	mouse
d35_202_2	d35_202_2	mouse
d35_202_3	d35_202_3	mouse
d35_203_1	d35_203_1	mouse
d35_203_2	d35_203_2	mouse
d35_203_3	d35_203_3	mouse
d35_204_1	d35_204_1	mouse
d35_204_2	d35_204_2	mouse
d35_204_3	d35_204_3	mouse
d37_1687_1	d37_1687_1	mouse
d37_1687_2	d37_1687_2	mouse
d37_1687_3	d37_1687_3	mouse
d37_202_1	d37_202_1	mouse
d37_202_2	d37_202_2	mouse
d37_202_3	d37_202_3	mouse
d37_203_1	d37_203_1	mouse
d37_203_2	d37_203_2	mouse
d37_203_3	d37_203_3	mouse
d37_204_1	d37_204_1	mouse
d37_204_2	d37_204_2	mouse
d37_204_3	d37_204_3	mouse
d39_1687_1	d39_1687_1	mouse
d39_1687_2	d39_1687_2	mouse
d39_1687_3	d39_1687_3	mouse
d39_202_1	d39_202_1	mouse
d39_202_2	d39_202_2	mouse
d39_202_3	d39_202_3	mouse
d39_203_1	d39_203_1	mouse
d39_203_2	d39_203_2	mouse
d39_203_3	d39_203_3	mouse
d39_204_1	d39_204_1	mouse
d39_204_2	d39_204_2	mouse
d39_204_3	d39_204_3	mouse
d4_1687_1	d4_1687_1	mouse
d4_1687_2	d4_1687_2	mouse
d4_1687_3	d4_1687_3	mouse
d4_202_1	d4_202_1	mouse
d4_202_2	d4_202_2	mouse
d4_202_3	d4_202_3	mouse
d4_203_1	d4_203_1	mouse
d4_203_2	d4_203_2	mouse
d4_203_3	d4_203_3	mouse
d4_204_1	d4_204_1	mouse
d4_204_2	d4_204_2	mouse
d4_204_3	d4_204_3	mouse
d41_1687_1	d41_1687_1	mouse
d41_1687_2	d41_1687_2	mouse
d41_1687_3	d41_1687_3	mouse
d41_202_1	d41_202_1	mouse
d41_202_2	d41_202_2	mouse
d41_202_3	d41_202_3	mouse
d41_203_1	d41_203_1	mouse
d41_203_2	d41_203_2	mouse
d41_203_3	d41_203_3	mouse
d41_204_1	d41_204_1	mouse
d41_204_2	d41_204_2	mouse
d41_204_3	d41_204_3	mouse
d42_1687_1	d42_1687_1	mouse
d42_1687_2	d42_1687_2	mouse
d42_1687_3	d42_1687_3	mouse
d42_202_1	d42_202_1	mouse
d42_202_2	d42_202_2	mouse
d42_202_3	d42_202_3	mouse
d42_203_1	d42_203_1	mouse
d42_203_2	d42_203_2	mouse
d42_203_3	d42_203_3	mouse
d42_204_1	d42_204_1	mouse
d42_204_2	d42_204_2	mouse
d42_204_3	d42_204_3	mouse
d5_1687_1	d5_1687_1	mouse
d5_1687_2	d5_1687_2	mouse
d5_1687_3	d5_1687_3	mouse
d5_202_1	d5_202_1	mouse
d5_202_2	d5_202_2	mouse
d5_202_3	d5_202_3	mouse
d5_203_1	d5_203_1	mouse
d5_203_2	d5_203_2	mouse
d5_203_3	d5_203_3	mouse
d5_204_1	d5_204_1	mouse
d5_204_2	d5_204_2	mouse
d5_204_3	d5_204_3	mouse
d6_1687_1	d6_1687_1	mouse
d6_1687_2	d6_1687_2	mouse
d6_1687_3	d6_1687_3	mouse
d6_202_1	d6_202_1	mouse
d6_202_2	d6_202_2	mouse
d6_202_3	d6_202_3	mouse
d6_203_1	d6_203_1	mouse
d6_203_2	d6_203_2	mouse
d6_203_3	d6_203_3	mouse
d6_204_1	d6_204_1	mouse
d6_204_2	d6_204_2	mouse
d6_204_3	d6_204_3	mouse
d7_1687_1	d7_1687_1	mouse
d7_1687_2	d7_1687_2	mouse
d7_1687_3	d7_1687_3	mouse
d7_202_1	d7_202_1	mouse
d7_202_2	d7_202_2	mouse
d7_202_3	d7_202_3	mouse
d7_203_1	d7_203_1	mouse
d7_203_2	d7_203_2	mouse
d7_203_3	d7_203_3	mouse
d7_204_1	d7_204_1	mouse
d7_204_2	d7_204_2	mouse
d7_204_3	d7_204_3	mouse
d8_1687_1	d8_1687_1	mouse
d8_1687_2	d8_1687_2	mouse
d8_1687_3	d8_1687_3	mouse
d8_202_1	d8_202_1	mouse
d8_202_2	d8_202_2	mouse
d8_202_3	d8_202_3	mouse
d8_203_1	d8_203_1	mouse
d8_203_2	d8_203_2	mouse
d8_203_3	d8_203_3	mouse
d8_204_1	d8_204_1	mouse
d8_204_2	d8_204_2	mouse
d8_204_3	d8_204_3	mouse
d9_1687_1	d9_1687_1	mouse
d9_1687_2	d9_1687_2	mouse
d9_1687_3	d9_1687_3	mouse
d9_202_1	d9_202_1	mouse
d9_202_2	d9_202_2	mouse
d9_202_3	d9_202_3	mouse
d9_203_1	d9_203_1	mouse
d9_203_2	d9_203_2	mouse
d9_203_3	d9_203_3	mouse
d9_204_1	d9_204_1	mouse
d9_204_2	d9_204_2	mouse
d9_204_3	d9_204_3	mouse
dn2_1687_1	dn2_1687_1	mouse
dn2_1687_2	dn2_1687_2	mouse
dn2_1687_3	dn2_1687_3	mouse
dn2_202_1	dn2_202_1	mouse
dn2_202_2	dn2_202_2	mouse
dn2_202_3	dn2_202_3	mouse
dn2_203_1	dn2_203_1	mouse
dn2_203_2	dn2_203_2	mouse
dn2_203_3	dn2_203_3	mouse
dn2_204_1	dn2_204_1	mouse
dn2_204_2	dn2_204_2	mouse
dn2_204_3	dn2_204_3	mouse
dn7_1687_1	dn7_1687_1	mouse
dn7_1687_2	dn7_1687_2	mouse
dn7_1687_3	dn7_1687_3	mouse
dn7_202_1	dn7_202_1	mouse
dn7_202_2	dn7_202_2	mouse
dn7_202_3	dn7_202_3	mouse
dn7_203_1	dn7_203_1	mouse
dn7_203_2	dn7_203_2	mouse
dn7_203_3	dn7_203_3	mouse
dn7_204_1	dn7_204_1	mouse
dn7_204_2	dn7_204_2	mouse
dn7_204_3	dn7_204_3	mouse
d0_1759_1	d0_1759_1	mouse
d0_1759_2	d0_1759_2	mouse
d0_1759_3	d0_1759_3	mouse
d0_1760_2	d0_1760_2	mouse
d0_1760_3	d0_1760_3	mouse
d0_1762_1	d0_1762_1	mouse
d0_1762_2	d0_1762_2	mouse
d0_1762_3	d0_1762_3	mouse
d0_1763_1	d0_1763_1	mouse
d0_1763_2	d0_1763_2	mouse
d0_J001_1	d0_J001_1	mouse
d0_J001_2	d0_J001_2	mouse
d0_J001_3	d0_J001_3	mouse
d0_J002_1	d0_J002_1	mouse
d0_J002_2	d0_J002_2	mouse
d0_J002_3	d0_J002_3	mouse
d1_1759_1	d1_1759_1	mouse
d1_1759_2	d1_1759_2	mouse
d1_1759_3	d1_1759_3	mouse
d1_1760_2	d1_1760_2	mouse
d1_1760_3	d1_1760_3	mouse
d1_1762_1	d1_1762_1	mouse
d1_1762_2	d1_1762_2	mouse
d1_1762_3	d1_1762_3	mouse
d1_1763_1	d1_1763_1	mouse
d1_1763_2	d1_1763_2	mouse
d1_J001_1	d1_J001_1	mouse
d1_J001_2	d1_J001_2	mouse
d1_J001_3	d1_J001_3	mouse
d1_J002_1	d1_J002_1	mouse
d1_J002_2	d1_J002_2	mouse
d1_J002_3	d1_J002_3	mouse
d10_1759_1	d10_1759_1	mouse
d10_1759_2	d10_1759_2	mouse
d10_1759_3	d10_1759_3	mouse
d10_1760_2	d10_1760_2	mouse
d10_1760_3	d10_1760_3	mouse
d10_1762_1	d10_1762_1	mouse
d10_1762_2	d10_1762_2	mouse
d10_1762_3	d10_1762_3	mouse
d10_1763_1	d10_1763_1	mouse
d10_1763_2	d10_1763_2	mouse
d10_J001_1	d10_J001_1	mouse
d10_J001_2	d10_J001_2	mouse
d10_J001_3	d10_J001_3	mouse
d10_J002_1	d10_J002_1	mouse
d10_J002_2	d10_J002_2	mouse
d10_J002_3	d10_J002_3	mouse
d11_1759_1	d11_1759_1	mouse
d11_1759_2	d11_1759_2	mouse
d11_1759_3	d11_1759_3	mouse
d11_1760_2	d11_1760_2	mouse
d11_1760_3	d11_1760_3	mouse
d11_1762_1	d11_1762_1	mouse
d11_1762_2	d11_1762_2	mouse
d11_1762_3	d11_1762_3	mouse
d11_1763_1	d11_1763_1	mouse
d11_1763_2	d11_1763_2	mouse
d11_J001_1	d11_J001_1	mouse
d11_J001_2	d11_J001_2	mouse
d11_J001_3	d11_J001_3	mouse
d11_J002_1	d11_J002_1	mouse
d11_J002_2	d11_J002_2	mouse
d11_J002_3	d11_J002_3	mouse
d12_1759_1	d12_1759_1	mouse
d12_1759_2	d12_1759_2	mouse
d12_1759_3	d12_1759_3	mouse
d12_1760_2	d12_1760_2	mouse
d12_1760_3	d12_1760_3	mouse
d12_1762_1	d12_1762_1	mouse
d12_1762_2	d12_1762_2	mouse
d12_1762_3	d12_1762_3	mouse
d12_1763_1	d12_1763_1	mouse
d12_1763_2	d12_1763_2	mouse
d12_J001_1	d12_J001_1	mouse
d12_J001_2	d12_J001_2	mouse
d12_J001_3	d12_J001_3	mouse
d12_J002_1	d12_J002_1	mouse
d12_J002_2	d12_J002_2	mouse
d12_J002_3	d12_J002_3	mouse
d13_1759_1	d13_1759_1	mouse
d13_1759_2	d13_1759_2	mouse
d13_1759_3	d13_1759_3	mouse
d13_1760_2	d13_1760_2	mouse
d13_1760_3	d13_1760_3	mouse
d13_1762_1	d13_1762_1	mouse
d13_1762_2	d13_1762_2	mouse
d13_1762_3	d13_1762_3	mouse
d13_1763_1	d13_1763_1	mouse
d13_1763_2	d13_1763_2	mouse
d13_J001_1	d13_J001_1	mouse
