feature	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00023	Otu00025	Otu00026	Otu00027	Otu00028	Otu00029	Otu00030	Otu00031	Otu00032	Otu00033	Otu00034	Otu00035	Otu00036	Otu00037	Otu00039	Otu00040	Otu00041	Otu00042	Otu00043	Otu00044	Otu00045	Otu00047	Otu00048	Otu00049	Otu00052	Otu00053	Otu00056	Otu00058	Otu00059	Otu00060	Otu00061	Otu00062	Otu00063	Otu00064	Otu00066	Otu00067	Otu00069	Otu00070	Otu00073	Otu00074	Otu00075	Otu00076	Otu00077	Otu00078	Otu00079	Otu00082	Otu00086	Otu00092	Otu00097	Otu00103	Otu00104	Otu00105	Otu00108	Otu00110	Otu00111	Otu00113	Otu00114	Otu00117	Otu00119	Otu00121	Otu00124	Otu00125	Otu00127	Otu00129	Otu00132	Otu00133	Otu00134	Otu00139	Otu00141	Otu00146	Otu00148	Otu00150	Otu00153	Otu00154	Otu00155	Otu00156	Otu00157	Otu00158	Otu00159	Otu00160	Otu00161	Otu00162	Otu00163	Otu00164	Otu00166	Otu00167	Otu00169	Otu00170	Otu00172	Otu00173	Otu00174	Otu00175	Otu00178	Otu00179	Otu00183	Otu00185	Otu00186	Otu00187	Otu00189	Otu00190	Otu00191	Otu00192	Otu00194	Otu00197	Otu00201	Otu00203	Otu00204	Otu00206	Otu00207	Otu00208	Otu00210	Otu00211	Otu00215	Otu00217	Otu00220	Otu00221	Otu00223	Otu00224	Otu00225	Otu00227	Otu00228	Otu00229	Otu00232	Otu00233	Otu00236	Otu00237	Otu00239	Otu00243	Otu00245	Otu00246	Otu00247	Otu00248	Otu00254	Otu00257	Otu00261	Otu00263	Otu00264	Otu00271	Otu00272	Otu00274	Otu00280	Otu00282	Otu00284	Otu00287	Otu00300	Otu00301	Otu00302	Otu00306	Otu00308	Otu00309	Otu00324	Otu00330	Otu00336	Otu00337	Otu00341	Otu00343	Otu00352	Otu00362	Otu00369	Otu00370	Otu00372	Otu00376	Otu00388	Otu00403	Otu00406	Otu00411	Otu00418	Otu00434	Otu00446	Otu00447	Otu00448	Otu00454	Otu00487	Otu00488	Otu00513
d32_1225_2	35	419	710	13	0	0	97	750	0	122	0	1	154	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	82	50	18	0	0	35	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	3	0	0	29	0	0	4	0	0	0	0	0	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	53	0	3	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	34	13	0	0	0	28	0	0	15	1	7	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	0	6	2	4	0	0	0	0	0	4	0	0	30	0	0	0	0	0	0	0	0	4	0	2	0	9	0	0	0	0	0	2	11	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	4	9
d32_1225_3	26	562	776	34	0	0	62	573	0	114	0	0	171	0	0	0	0	2	0	0	0	0	11	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	2	24	105	11	0	0	27	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	6	0	0	9	2	0	7	0	0	0	0	0	1	6	0	0	19	0	0	0	0	0	0	0	0	0	0	30	0	2	1	0	0	0	0	1	0	4	0	0	0	0	7	0	0	0	2	0	30	16	0	0	0	24	0	0	28	0	16	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	1	0	1	0	4
d32_1268_1	19	22	107	0	0	0	216	0	389	0	27	0	0	2	0	7	21	98	55	530	45	143	0	0	0	0	233	1	0	0	186	34	0	6	0	0	0	73	0	40	45	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	2	37	0	59	5	1	0	2	0	172	1	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	3	0	0	2	0	0	0	3	0	2	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d32_1268_2	35	117	81	1	0	0	132	0	323	0	24	0	0	2	0	3	7	112	47	451	74	124	0	0	0	0	287	0	0	0	199	139	0	6	0	0	0	244	0	30	55	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	1	32	0	104	5	0	0	2	0	139	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
d32_1268_3	17	1	302	0	0	0	127	0	450	0	37	0	0	9	0	108	4	10	81	260	89	99	0	0	0	0	201	0	0	0	124	32	0	65	0	0	0	42	0	33	45	0	0	0	0	10	10	0	0	0	0	0	0	0	2	0	3	3	26	0	43	10	6	0	12	0	153	0	0	1	0	10	0	0	0	2	13	0	0	23	10	0	0	0	6	0	0	5	2	5	0	11	3	1	0	1	5	0	0	1	0	10	0	4	1	2	0	0	0	0	0	11	0	0	0	2	4	8	0	6	4	0	3	0	0	3	0	1	0	5	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	17	0	0	1	0	0	0	3	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0
d32_1269_1	2	12	1	10	0	0	1	0	120	0	270	0	0	14	0	0	0	0	249	0	19	10	0	0	0	39	0	41	0	0	0	0	0	34	0	0	42	1	10	45	0	0	0	0	0	0	9	0	0	0	0	0	0	84	1	0	2	5	0	0	45	4	10	0	55	0	67	1	0	6	0	3	0	0	72	0	0	0	0	79	52	0	0	0	38	0	12	13	2	4	20	2	0	0	0	5	9	1	0	15	11	0	0	5	0	5	1	0	0	0	0	1	11	0	0	1	1	18	0	10	5	0	6	0	2	15	0	0	0	2	0	0	1	4	2	0	0	0	14	1	1	0	0	6	0	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	11	1	0	0	0	0	2	0	2	1	1	3	4	0	0	0	0	11	0	0	39	10	2	0	0	2	0	0	0	1	0	0	0	0	0
d32_1269_2	2	45	0	6	0	0	1	0	100	0	170	0	0	16	0	0	2	0	190	0	10	2	0	0	0	25	0	108	0	0	0	1	0	175	0	0	76	0	11	46	0	0	0	0	0	26	7	0	0	0	0	0	0	87	0	0	0	2	0	0	30	3	22	0	5	2	113	6	0	3	0	12	0	0	74	0	0	0	0	59	54	0	0	0	50	0	11	7	11	19	34	4	0	0	0	4	31	0	0	27	8	0	0	11	0	5	2	0	0	0	0	11	14	0	0	0	0	27	0	4	10	0	11	0	1	0	0	4	0	5	0	0	13	2	1	0	0	0	35	1	2	1	0	2	0	0	0	0	0	0	7	0	5	0	0	0	0	1	0	0	3	8	6	0	0	0	0	2	0	2	1	1	1	3	0	0	2	0	8	0	1	4	1	1	0	0	4	0	0	0	0	0	0	1	2	0
d32_1269_3	18	15	0	9	0	0	1	0	218	0	122	0	0	10	0	0	1	0	146	0	74	68	0	0	0	16	1	75	0	0	0	3	0	338	0	0	17	0	8	78	0	0	0	0	0	12	38	0	0	0	0	0	0	54	7	0	0	4	0	0	23	3	26	0	6	0	109	3	0	6	0	4	0	0	54	0	0	0	0	25	42	0	0	2	4	0	2	7	5	4	15	8	0	0	0	0	8	2	3	1	10	0	0	0	0	16	0	0	0	0	0	6	6	0	0	4	3	13	0	3	11	0	0	0	2	8	0	3	6	13	0	0	5	1	2	0	0	0	21	2	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	2	15	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	8	14	2	0	0	1	0	0	0	1	0	0	3	3	0
d32_1270_1	127	2	218	1	0	0	56	0	557	0	83	0	0	5	0	26	28	11	62	226	182	315	0	0	0	0	123	3	0	0	104	191	0	0	0	0	0	50	0	45	39	0	0	0	0	3	6	0	0	106	0	0	0	0	2	0	3	20	42	0	33	22	1	0	0	0	0	4	0	0	0	0	0	4	33	0	2	0	0	0	3	0	0	0	3	0	0	0	0	3	2	2	2	7	0	0	4	3	2	2	2	0	2	0	1	1	0	0	13	0	0	6	2	0	0	1	1	1	0	0	0	0	1	0	0	2	0	2	9	1	0	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	3	0	1	2	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	1	0	0	2	0	0
d32_1270_2	88	0	138	2	0	0	377	0	286	0	56	0	0	73	0	233	7	1	58	203	97	335	0	0	0	0	123	13	0	0	125	125	0	0	0	0	0	59	0	71	18	0	0	0	0	9	15	0	0	51	0	0	0	0	5	0	2	1	26	0	14	11	2	0	2	0	0	0	0	1	0	0	0	3	15	1	4	0	0	9	1	0	0	12	0	0	1	3	3	3	5	8	3	1	0	3	0	1	0	1	3	2	0	1	2	0	0	0	8	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	10	7	2	0	0	1	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	4	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
d32_1270_3	18	0	188	1	2	0	153	1	644	0	100	1	0	4	0	164	3	1	58	149	145	263	0	0	0	0	189	8	0	0	154	41	0	0	0	1	2	13	0	65	8	0	0	0	0	3	23	2	3	57	0	0	0	0	3	0	2	5	32	0	29	6	11	0	3	0	0	5	1	3	0	0	0	2	34	7	33	0	0	0	10	0	0	9	2	0	0	1	2	5	1	1	6	0	0	0	5	2	0	1	2	0	0	3	0	6	1	0	9	0	0	5	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	4	6	0	0	2	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	1	0	1	1	0	0	2	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	5	0	0	1	0	0
d32_1271_1	48	16	1	2	0	0	21	0	287	0	230	0	0	3	0	0	6	0	139	0	44	48	0	0	0	59	0	9	0	0	0	14	0	84	0	0	36	25	13	104	1	0	0	0	0	0	181	0	0	0	0	0	0	77	0	0	0	6	0	0	23	5	13	0	32	0	253	1	0	2	0	9	0	0	0	0	0	0	0	2	18	0	0	0	13	0	0	13	0	2	12	2	0	0	0	0	3	0	0	5	2	1	0	1	0	0	3	0	0	0	0	7	2	0	0	1	2	15	0	0	10	0	1	0	1	1	0	7	5	11	0	0	0	1	1	0	0	0	17	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	1	0	2	0	1	1	0	0	0	2	0	1	0	0	5	3	0	0	0	0	0	0	0	0	0	0	3	5	0
d32_1271_2	1	17	0	3	0	0	36	0	231	0	200	0	0	14	0	0	13	0	177	1	23	13	0	0	0	39	0	5	0	0	1	5	0	124	0	0	59	8	5	60	0	0	0	0	0	6	131	0	0	0	0	0	0	67	0	0	0	6	0	0	28	4	40	0	67	0	224	1	0	3	0	18	0	0	1	0	0	0	0	61	31	0	0	0	33	0	3	24	16	2	62	4	0	0	0	10	14	1	0	15	2	1	0	14	0	2	5	0	0	0	0	5	11	0	0	0	4	28	0	1	11	0	3	0	4	4	0	0	1	16	0	0	6	1	1	0	0	0	1	1	2	0	0	3	0	0	0	0	6	0	3	0	0	0	0	0	1	0	4	0	0	12	4	0	0	0	0	0	0	1	1	4	6	0	0	0	0	0	3	0	1	6	0	4	0	0	1	0	0	0	1	0	0	3	2	0
d32_1271_3	14	76	0	0	0	0	18	0	145	0	178	0	0	5	0	0	21	0	121	0	12	23	0	0	0	35	0	1	0	0	0	86	0	57	0	0	47	16	6	48	0	0	0	1	0	1	164	0	0	0	0	0	0	69	0	0	0	0	0	0	22	10	7	0	71	0	187	4	0	1	0	28	0	0	106	1	0	0	0	25	25	0	0	0	29	0	4	21	3	12	40	1	0	0	0	2	21	3	0	6	2	1	0	4	0	28	8	0	0	0	0	6	11	0	0	1	2	32	0	2	14	0	10	0	4	1	0	1	6	14	0	0	0	3	3	0	0	0	7	2	4	0	0	1	0	0	0	0	1	0	2	0	3	0	0	0	1	2	0	1	0	19	1	0	0	0	0	0	0	3	2	1	1	0	0	0	0	0	12	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	0	0
d32_1272_1	161	102	529	2	0	0	73	0	509	0	96	0	0	37	0	136	2	2	78	125	101	190	0	0	0	0	44	26	0	0	44	21	0	0	0	0	5	31	0	43	13	0	0	0	0	28	5	0	0	37	0	0	0	0	10	0	0	4	12	0	16	9	3	0	8	1	0	2	0	3	0	2	0	12	8	2	14	0	0	7	14	0	0	25	3	0	0	2	1	3	14	7	3	0	0	0	1	0	0	3	11	20	0	12	3	1	1	0	0	0	0	11	5	0	0	6	7	0	0	0	3	0	13	0	1	0	0	3	3	0	0	0	0	1	0	0	0	0	0	1	5	0	0	2	0	0	0	0	0	0	2	3	0	0	1	0	11	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0
d32_1272_2	180	151	809	1	0	0	33	0	587	0	167	0	0	13	0	33	8	1	106	99	73	203	0	0	0	0	30	54	0	0	35	10	0	0	0	0	8	11	0	41	25	0	0	0	0	2	3	0	0	26	0	0	0	0	0	0	2	1	12	0	3	11	7	0	1	0	0	0	0	5	0	3	0	17	0	0	1	0	0	2	2	0	0	5	3	0	0	2	2	1	1	0	3	0	0	0	1	0	4	1	2	1	0	1	2	1	1	0	1	0	0	2	1	0	0	8	0	1	0	0	1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	0	0	0	0	1	1	0
d32_1272_3	222	39	338	0	0	0	92	0	467	0	116	0	0	15	0	154	0	0	61	110	65	199	0	0	0	0	22	3	0	0	56	101	0	0	0	0	24	16	0	42	15	0	0	0	0	19	4	0	0	15	0	0	0	0	39	0	0	2	16	0	8	14	15	0	3	3	1	0	0	5	0	7	0	9	0	12	31	0	0	1	9	0	0	29	9	0	0	13	2	11	23	5	2	3	0	0	1	0	0	15	12	30	1	10	25	8	2	0	0	0	0	4	2	0	0	5	12	7	0	0	3	0	16	0	1	0	0	1	9	0	0	0	2	0	4	0	0	0	0	5	4	0	0	6	0	0	0	0	2	0	0	2	0	0	3	0	10	0	5	0	2	4	2	1	0	2	0	0	0	0	1	1	0	2	0	0	0	0	4	3	2	4	2	3	0	0	0	0	0	0	1	0	0	0	0	0
d32_1273_1	17	46	251	0	0	0	110	0	670	0	107	0	0	5	0	88	12	11	115	200	84	202	0	0	0	0	265	0	1	0	167	3	0	0	0	0	10	1	0	22	15	0	0	0	0	2	26	0	0	0	0	0	0	1	0	0	3	3	45	0	19	8	1	0	0	0	0	0	0	0	0	4	0	84	6	1	7	0	0	3	1	0	0	9	2	0	0	3	1	12	0	15	6	0	0	0	3	0	0	0	6	2	3	19	0	1	0	0	0	0	0	10	0	0	0	1	0	0	0	0	5	0	7	0	0	0	0	2	2	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	35	0	0	1	0	8	3	5	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0
d32_1273_3	33	200	274	2	0	0	117	0	468	0	89	0	0	7	0	120	6	23	73	294	56	159	0	0	0	0	194	0	0	0	116	15	0	0	0	0	10	2	0	43	37	0	0	0	0	5	23	0	0	0	0	0	0	0	2	0	0	2	43	0	57	12	9	0	3	0	0	1	0	2	0	0	0	60	13	0	6	0	0	13	0	0	0	14	0	0	0	5	0	3	1	8	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	4	0	0	0	9	8	0	0	15	0	3	0	0	0	0	0	14	3	0	0	1	0	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	44	1	0	0	0	4	0	0	1	0	0	0	0	0	7	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	1	4	2	0	0	0	0	0	0	1	0	0	1	0	0
d32_1275_1	10	26	330	8	0	0	216	0	402	0	58	0	0	7	0	70	115	18	57	225	100	166	0	0	0	0	205	8	0	0	69	35	0	20	0	0	6	20	0	33	34	0	0	0	0	7	16	0	0	0	0	0	0	0	0	0	6	10	27	0	27	3	8	0	11	0	180	0	0	1	0	12	0	0	0	1	10	0	0	4	0	0	0	2	0	0	0	5	0	0	1	13	7	1	0	0	0	0	2	1	0	4	0	0	0	3	0	0	0	0	0	18	4	0	0	0	0	1	0	1	2	0	0	0	2	0	0	1	1	4	0	0	1	0	0	14	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	20	0	0	0	0	56	0	1	5	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d32_1275_2	61	14	316	199	0	0	134	0	461	0	52	0	0	8	0	71	12	2	131	275	106	167	0	0	0	0	123	69	0	0	94	21	0	23	0	0	5	132	0	53	27	0	0	0	0	3	12	1	0	0	0	0	0	0	0	0	1	2	14	0	29	4	0	0	1	0	113	0	0	0	0	2	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	3	0	2	0	4	1	0	0	1	0	0	1	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	0	0	0	5	2	1	0	0	0	1	0	20	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	9	0	0	0	0	21	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d32_1275_3	74	3	243	119	0	0	205	0	607	0	7	0	0	6	0	84	10	2	167	218	82	151	0	0	0	0	130	42	0	0	64	55	0	19	0	0	0	53	0	19	22	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	3	0	9	0	37	4	6	0	19	0	157	1	0	2	0	4	0	0	0	1	19	0	0	27	0	0	0	10	4	0	0	4	2	0	5	12	2	0	0	1	0	0	1	0	0	7	1	0	0	1	1	0	0	0	0	0	1	0	0	0	2	2	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	1	4	1	0	5	0	0	0	0	1	0	0	3	2	0	0	0	6	0	1	6	0	0	1	1	0	7	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	8	2	1	0	0	0	0	0	0	0	0	0	0	1	0
d32_1291_1	16	0	1601	227	0	1	10	1	0	0	0	4	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	55	107	0	3	0	0	380	19	0	19	0	0	0	0	38	0	26	0	0	135	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	43	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d32_1291_2	28	0	756	182	0	0	41	0	0	0	0	2	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	4	57	78	0	0	0	0	647	101	0	5	0	0	0	0	82	0	89	0	0	196	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	106	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
d32_1291_3	15	0	820	163	0	0	43	0	0	0	0	5	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	1	31	41	0	0	0	0	710	99	0	1	0	0	0	0	97	0	91	0	0	179	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	134	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
d32_1292_1	11	466	341	88	50	485	54	178	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	36	0	0	0	0	12	0	0	10	0	65	0	0	5	0	0	0	65	28	31	0	0	0	1	4	0	0	68	44	0	19	46	0	16	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	33	1	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	22	14	0	0	2	6	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	3	0	2	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d32_1292_2	19	584	334	59	13	379	66	282	0	8	0	0	0	0	37	0	0	0	0	0	0	0	0	0	28	0	0	0	0	6	0	0	7	0	108	1	0	14	0	0	0	36	19	24	0	0	0	7	8	0	0	107	57	0	13	52	0	8	0	3	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	4	0	0	0	2	2	0	0	5	0	0	0	0	0	0	24	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	14	0	0	4	5	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	5	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	2
d32_1292_3	7	597	351	63	20	322	103	269	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	0	0	0	3	0	0	5	0	162	0	0	6	0	0	0	22	25	21	0	0	0	8	19	0	0	88	51	0	2	67	0	2	0	12	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	2	0	0	0	6	11	0	0	6	0	0	0	0	0	0	23	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	15	15	0	0	1	6	0	0	0	5	0	0	0	2	0	0	1	0	0	0	0	5	11	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1
d32_1293_1	13	0	1052	38	0	0	50	0	0	0	0	12	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	12	0	0	0	0	757	119	6	4	22	0	0	0	36	31	59	0	0	0	0	0	3	143	0	0	0	10	0	0	0	0	0	0	0	36	0	0	0	0	11	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	21	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	8	2	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
d32_1293_2	8	0	1034	38	0	0	30	0	0	0	0	6	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	9	0	0	0	0	786	110	15	6	19	0	0	0	19	27	31	0	0	0	0	0	1	150	0	0	0	20	0	0	0	0	0	0	0	48	0	0	0	0	8	0	32	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	21	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	17	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0
d32_1293_3	7	0	1253	28	0	0	38	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	794	98	23	12	24	0	0	0	35	15	76	0	0	0	0	0	6	113	0	0	0	43	0	0	0	0	0	0	0	39	0	0	0	0	8	0	21	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	7	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d32_1294_1	95	0	2	448	0	0	340	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	1544	0	35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
